group,day_of_week,interval,interval_call_volume,daily_call_volume,shape_call_volume,interval_service_level,daily_service_level,shape_service_level,interval_abandoned_rate,daily_abandoned_rate,shape_abandoned_rate,interval_cct,daily_cct,shape_cct,daily_staffing
A,Monday,00:00,4.2222,4990.111111111111,0.0008255760077503053,1.0,0.9007111111111112,1.1102338892726733,0.0,0.012766666666666667,0.0,385.7411,326.21444444444444,1.1824770685949597,89.23076923076923
A,Monday,00:30,2.6667,4990.111111111111,0.000505454698622636,1.0,0.9007111111111112,1.1102338892726733,0.0,0.012766666666666667,0.0,289.9911,326.21444444444444,0.888958490154738,89.23076923076923
A,Monday,01:00,2.0,4990.111111111111,0.0004212122488521966,1.0,0.9007111111111112,1.1102338892726733,0.0,0.012766666666666667,0.0,362.7878,326.21444444444444,1.1121144577697697,89.23076923076923
A,Monday,01:30,0.8571,4990.111111111111,0.00011793942967861506,1.0,0.9007111111111112,1.1102338892726733,0.0,0.012766666666666667,0.0,236.1429,326.21444444444444,0.7238885463890488,89.23076923076923
A,Monday,02:00,1.875,4990.111111111111,0.00035381828903584516,1.0,0.9007111111111112,1.1102338892726733,0.0,0.012766666666666667,0.0,466.7625,326.21444444444444,1.4308455923676655,89.23076923076923
A,Monday,02:30,2.0,4990.111111111111,0.00011793942967861506,1.0,0.9007111111111112,1.1102338892726733,0.0,0.012766666666666667,0.0,306.25,326.21444444444444,0.9387996307813878,89.23076923076923
A,Monday,03:00,0.8,4990.111111111111,8.424244977043933e-05,1.0,0.9007111111111112,1.1102338892726733,0.0,0.012766666666666667,0.0,124.8,326.21444444444444,0.38257042913148476,89.23076923076923
A,Monday,03:30,1.25,4990.111111111111,0.00015163640958679078,1.0,0.9007111111111112,1.1102338892726733,0.0,0.012766666666666667,0.0,257.4575,326.21444444444444,0.7892277745041605,89.23076923076923
A,Monday,04:00,1.0,4990.111111111111,6.739395981635146e-05,1.0,0.9007111111111112,1.1102338892726733,0.0,0.012766666666666667,0.0,210.0,326.21444444444444,0.6437483182500945,89.23076923076923
A,Monday,04:30,2.0,4990.111111111111,0.00015163640958679078,1.0,0.9007111111111112,1.1102338892726733,0.0,0.012766666666666667,0.0,134.6667,326.21444444444444,0.4128164840442381,89.23076923076923
A,Monday,05:00,1.4,4990.111111111111,0.00015163640958679078,1.0,0.9007111111111112,1.1102338892726733,0.0,0.012766666666666667,0.0,236.5,326.21444444444444,0.7249832250768922,89.23076923076923
A,Monday,05:30,1.2222,4990.111111111111,0.0002864243292194937,1.0,0.9007111111111112,1.1102338892726733,0.0,0.012766666666666667,0.0,209.2778,326.21444444444444,0.6415344371289506,89.23076923076923
A,Monday,06:00,2.0,4990.111111111111,0.0004380607388062845,1.0,0.9007111111111112,1.1102338892726733,0.0,0.012766666666666667,0.0,239.7878,326.21444444444444,0.735061871366143,89.23076923076923
A,Monday,06:30,2.9,4990.111111111111,0.0005728486584389874,0.685,0.9007111111111112,0.7605102141517812,0.1317,0.012766666666666667,10.315926892950392,208.81,326.21444444444444,0.640100411113344,89.23076923076923
A,Monday,07:00,6.6,4990.111111111111,0.0013478791963270292,0.8215,0.9007111111111112,0.9120571400375012,0.0,0.012766666666666667,0.0,223.174,326.21444444444444,0.6841327960816505,89.23076923076923
A,Monday,07:30,12.4,4990.111111111111,0.0025609704730213552,0.8884,0.9007111111111112,0.9863317872298429,0.0122,0.012766666666666667,0.9556135770234987,322.572,326.21444444444444,0.9888342024503309,89.23076923076923
A,Monday,08:00,42.7,4990.111111111111,0.008794911756033865,0.9555,0.9007111111111112,1.0608284812000393,0.0053,0.012766666666666667,0.41514360313315923,282.561,326.21444444444444,0.8661817550145949,89.23076923076923
A,Monday,08:30,79.4,4990.111111111111,0.016039762436291648,0.9172,0.9007111111111112,1.0183065232408959,0.0125,0.012766666666666667,0.97911227154047,306.522,326.21444444444444,0.9396334381269308,89.23076923076923
A,Monday,09:00,124.6,4990.111111111111,0.024969462111958215,0.9219,0.9007111111111112,1.0235246225204775,0.0039,0.012766666666666667,0.3054830287206266,298.973,326.21444444444444,0.916492218819931,89.23076923076923
A,Monday,09:30,167.3,4990.111111111111,0.03396655574744113,0.9336,0.9007111111111112,1.0365143590249677,0.006,0.012766666666666667,0.46997389033942555,319.817,326.21444444444444,0.9803888376085261,89.23076923076923
A,Monday,10:00,198.6,4990.111111111111,0.040453224379764965,0.9481,0.9007111111111112,1.0526127504194216,0.0029,0.012766666666666667,0.227154046997389,321.895,326.21444444444444,0.9867588804910199,89.23076923076923
A,Monday,10:30,222.9,4990.111111111111,0.04486752874773598,0.9538,0.9007111111111112,1.0589410835882758,0.0042,0.012766666666666667,0.3289817232375979,310.068,326.21444444444444,0.9505035883008109,89.23076923076923
A,Monday,11:00,228.3,4990.111111111111,0.0466534686828693,0.985,0.9007111111111112,1.0935803809335831,0.0013,0.012766666666666667,0.10182767624020887,322.159,326.21444444444444,0.9875681640911057,89.23076923076923
A,Monday,11:30,236.9,4990.111111111111,0.04828777220841582,0.9851,0.9007111111111112,1.0936914043225103,0.0,0.012766666666666667,0.0,333.6735,326.21444444444444,1.0228654974743947,89.23076923076923
A,Monday,12:00,233.2,4990.111111111111,0.047647529590160484,0.9669,0.9007111111111112,1.0734851475377478,0.0032,0.012766666666666667,0.2506527415143603,317.0655,326.21444444444444,0.9719542019053588,89.23076923076923
A,Monday,12:30,241.4,4990.111111111111,0.04919759066593656,0.9499,0.9007111111111112,1.0546111714201123,0.0022,0.012766666666666667,0.17232375979112272,314.169,326.21444444444444,0.9630750733157807,89.23076923076923
A,Monday,13:00,242.75,4990.111111111111,0.04959353017985763,0.962,0.9007111111111112,1.0680450014803116,0.0032,0.012766666666666667,0.2506527415143603,310.078,326.21444444444444,0.9505342429826323,89.23076923076923
A,Monday,13:30,239.05,4990.111111111111,0.048717408702245064,0.9788,0.9007111111111112,1.0866969308200927,0.0022,0.012766666666666667,0.17232375979112272,327.4365,326.21444444444444,1.003746172422367,89.23076923076923
A,Monday,14:00,246.0,4990.111111111111,0.04948401499515606,0.9721,0.9007111111111112,1.0792583637619657,0.0029,0.012766666666666667,0.227154046997389,326.1135,326.21444444444444,0.9996905580173914,89.23076923076923
A,Monday,14:30,260.55,4990.111111111111,0.05244092498209848,0.8662,0.9007111111111112,0.9616845948879895,0.0094,0.012766666666666667,0.7362924281984334,327.7675,326.21444444444444,1.0047608423906564,89.23076923076923
A,Monday,15:00,247.25,4990.111111111111,0.05021692430815888,0.93,0.9007111111111112,1.0325175170235863,0.0041,0.012766666666666667,0.32114882506527415,321.8295,326.21444444444444,0.9865580923250895,89.23076923076923
A,Monday,15:30,261.2,4990.111111111111,0.053274925234825826,0.9154,0.9007111111111112,1.0163081022402052,0.0062,0.012766666666666667,0.48563968668407304,329.904,326.21444444444444,1.0113102151618056,89.23076923076923
A,Monday,16:00,248.45,4990.111111111111,0.050419106187607934,0.9738,0.9007111111111112,1.0811457613737292,0.0016,0.012766666666666667,0.12532637075718014,337.437,326.21444444444444,1.034402386977891,89.23076923076923
A,Monday,16:30,242.45,4990.111111111111,0.048919590581694115,0.9911,0.9007111111111112,1.1003528076581466,0.0009,0.012766666666666667,0.07049608355091383,326.4045,326.21444444444444,1.0005826092583952,89.23076923076923
A,Monday,17:00,214.65,4990.111111111111,0.04344383134661556,0.9692,0.9007111111111112,1.0760386854830748,0.0045,0.012766666666666667,0.3524804177545691,329.9035,326.21444444444444,1.0113086824277147,89.23076923076923
A,Monday,17:30,205.0,4990.111111111111,0.040857588138663074,0.9465,0.9007111111111112,1.0508363761965853,0.0031,0.012766666666666667,0.24281984334203652,321.227,326.21444444444444,0.9847111477453481,89.23076923076923
A,Monday,18:00,158.0,4990.111111111111,0.03325891916936945,0.9671,0.9007111111111112,1.0737071943156022,0.0022,0.012766666666666667,0.17232375979112272,311.665,326.21444444444444,0.955399140987694,89.23076923076923
A,Monday,18:30,149.1,4990.111111111111,0.030091403058000926,0.955,0.9007111111111112,1.060273364255403,0.0051,0.012766666666666667,0.39947780678851175,336.459,326.21444444444444,1.0314043590957551,89.23076923076923
A,Monday,19:00,97.1,4990.111111111111,0.019662187776420537,0.9759,0.9007111111111112,1.0834772525412018,0.0,0.012766666666666667,0.0,332.393,326.21444444444444,1.0189401654671602,89.23076923076923
A,Monday,19:30,78.9,4990.111111111111,0.015753338107072155,0.9487,0.9007111111111112,1.053278890752985,0.0127,0.012766666666666667,0.9947780678851174,335.989,326.21444444444444,1.0299635890501475,89.23076923076923
A,Monday,20:00,56.85,4990.111111111111,0.011465397413756791,0.9584,0.9007111111111112,1.0640481594789302,0.0094,0.012766666666666667,0.7362924281984334,325.7245,326.21444444444444,0.9984980908945377,89.23076923076923
A,Monday,20:30,42.25,4990.111111111111,0.00880333600101091,0.9176,0.9007111111111112,1.018750616796605,0.0233,0.012766666666666667,1.825065274151436,330.4235,326.21444444444444,1.012902725882429,89.23076923076923
A,Monday,21:00,36.5,4990.111111111111,0.007396487089844573,0.9385,0.9007111111111112,1.041954505082404,0.0276,0.012766666666666667,2.1618798955613574,330.719,326.21444444444444,1.0138085717302525,89.23076923076923
A,Monday,21:30,26.8,4990.111111111111,0.005475759235078556,0.9584,0.9007111111111112,1.0640481594789302,0.0294,0.012766666666666667,2.302872062663185,322.867,326.21444444444444,0.9897385155640632,89.23076923076923
A,Monday,22:00,20.3,4990.111111111111,0.004212122488521966,0.9883,0.9007111111111112,1.0972441527681829,0.0,0.012766666666666667,0.0,326.343,326.21444444444444,1.0003940829651934,89.23076923076923
A,Monday,22:30,14.4,4990.111111111111,0.0029484857419653765,0.5068,0.9007111111111112,0.5626665350833908,0.1631,0.012766666666666667,12.775456919060051,328.497,326.21444444444444,1.00699710142953,89.23076923076923
A,Monday,23:00,13.6,4990.111111111111,0.0027968493323785857,0.6779,0.9007111111111112,0.7526275535379452,0.0209,0.012766666666666667,1.6370757180156656,304.515,326.21444444444444,0.9334810434853692,89.23076923076923
A,Monday,23:30,8.8,4990.111111111111,0.0017353944652710501,0.9823,0.9007111111111112,1.0905827494325468,0.0,0.012766666666666667,0.0,314.918,326.21444444444444,0.9653711089842061,89.23076923076923
A,Tuesday,00:00,4.8182,4641.1,0.0010270512034720957,1.0,0.9092499999999999,1.0998075336816058,0.0,0.01189999999999998,0.0,372.2482,323.422,1.1509674666534744,81.6923076923077
A,Tuesday,00:30,4.1818,4641.1,0.000960789835506154,1.0,0.9092499999999999,1.0998075336816058,0.0,0.01189999999999998,0.0,290.5082,323.422,0.8982326496033045,81.6923076923077
A,Tuesday,01:00,2.5455,4641.1,0.000563221627710504,1.0,0.9092499999999999,1.0998075336816058,0.0,0.01189999999999998,0.0,324.0364,323.422,1.0018996852409545,81.6923076923077
A,Tuesday,01:30,2.0,4641.1,0.0004638295757615916,1.0,0.9092499999999999,1.0998075336816058,0.0,0.01189999999999998,0.0,233.2655,323.422,0.7212419068585315,81.6923076923077
A,Tuesday,02:00,1.8571,4641.1,0.00029817615584673746,1.0,0.9092499999999999,1.0998075336816058,0.0,0.01189999999999998,0.0,454.5829,323.422,1.405541057813012,81.6923076923077
A,Tuesday,02:30,1.3333,4641.1,0.000281610813855252,1.0,0.9092499999999999,1.0998075336816058,0.0,0.01189999999999998,0.0,169.9556,323.422,0.5254917723593323,81.6923076923077
A,Tuesday,03:00,1.4,4641.1,0.00016565341991485414,1.0,0.9092499999999999,1.0998075336816058,0.0,0.01189999999999998,0.0,394.0,323.422,1.2182226317319167,81.6923076923077
A,Tuesday,03:30,1.5,4641.1,0.00018221876190633956,1.0,0.9092499999999999,1.0998075336816058,0.0,0.01189999999999998,0.0,211.25,323.422,0.6531713983588006,81.6923076923077
A,Tuesday,04:00,1.0,4641.1,0.00013252273593188332,1.0,0.9092499999999999,1.0998075336816058,0.0,0.01189999999999998,0.0,203.134,323.422,0.6280772489193684,81.6923076923077
A,Tuesday,04:30,1.75,4641.1,0.00016565341991485414,1.0,0.9092499999999999,1.0998075336816058,0.0,0.01189999999999998,0.0,203.71,323.422,0.6298582038327634,81.6923076923077
A,Tuesday,05:00,2.0,4641.1,0.0002484801298722812,1.0,0.9092499999999999,1.0998075336816058,0.0,0.01189999999999998,0.0,204.945,323.422,0.6336767443154763,81.6923076923077
A,Tuesday,05:30,2.55,4641.1,0.0005052429307403052,1.0,0.9092499999999999,1.0998075336816058,0.0,0.01189999999999998,0.0,228.0,323.422,0.7049613198854746,81.6923076923077
A,Tuesday,06:00,1.9545,4641.1,0.0004555469047658489,1.0,0.9092499999999999,1.0998075336816058,0.0,0.01189999999999998,0.0,296.0664,323.422,0.9154182461304424,81.6923076923077
A,Tuesday,06:30,4.2727,4641.1,0.0009276591515231832,0.5539,0.9092499999999999,0.6091833929062415,0.0925,0.01189999999999998,7.773109243697492,244.9973,323.422,0.7575158770893754,81.6923076923077
A,Tuesday,07:00,8.0,4641.1,0.001722795567114483,0.7387,0.9092499999999999,0.8124278251306023,0.0174,0.01189999999999998,1.4621848739495822,263.18,323.422,0.813735614769558,81.6923076923077
A,Tuesday,07:30,14.2273,4641.1,0.0030728709394205445,0.7613,0.9092499999999999,0.8372834753918065,0.0117,0.01189999999999998,0.9831932773109261,320.7691,323.422,0.9917974040108587,81.6923076923077
A,Tuesday,08:00,44.2727,4641.1,0.009723855749001939,0.866,0.9092499999999999,0.9524333241682706,0.0035,0.01189999999999998,0.29411764705882404,271.5318,323.422,0.839558842626661,81.6923076923077
A,Tuesday,08:30,78.0909,4641.1,0.016880083489323638,0.841,0.9092499999999999,0.9249381358262305,0.0143,0.01189999999999998,1.2016806722689095,298.2782,323.422,0.9222569893204544,81.6923076923077
A,Tuesday,09:00,116.0,4641.1,0.025162754485066344,0.9042,0.9092499999999999,0.994445971954908,0.0086,0.01189999999999998,0.7226890756302533,320.6509,323.422,0.9914319372213392,81.6923076923077
A,Tuesday,09:30,156.1818,4641.1,0.03362764424271539,0.9303,0.9092499999999999,1.023150948583998,0.007,0.01189999999999998,0.5882352941176481,323.9645,323.422,1.0016773750703414,81.6923076923077
A,Tuesday,10:00,181.9091,4641.1,0.03921016449384598,0.9267,0.9092499999999999,1.0191916414627442,0.0033,0.01189999999999998,0.27731092436974836,317.9855,323.422,0.9831906920370289,81.6923076923077
A,Tuesday,10:30,199.7273,4641.1,0.04305332383587059,0.9647,0.9092499999999999,1.0609843277426452,0.0017,0.01189999999999998,0.1428571428571431,316.58,323.422,0.9788449765322086,81.6923076923077
A,Tuesday,11:00,212.9091,4641.1,0.045869431974423114,0.9843,0.9092499999999999,1.0825405554028047,0.004,0.01189999999999998,0.3361344537815132,320.4318,323.422,0.9907544941284142,81.6923076923077
A,Tuesday,11:30,227.8182,4641.1,0.04885119353289049,0.9809,0.9092499999999999,1.078801209788287,0.0035,0.01189999999999998,0.29411764705882404,323.3082,323.422,0.9996481377271799,81.6923076923077
