Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,43,0,0.0,321.01,85,0,0.0,347.52,44,0,0.0028,332.18
August,1,0:30,5,0,0.0,328.23,31,0,0.0,300.28,56,0,0.0053,321.2,32,0,0.0,305.21
August,1,10:00,191,1,0.0032,319.56,372,2,0.0057,332.31,913,10,0.0115,324.15,417,5,0.011,301.7
August,1,10:30,237,1,0.0044,321.34,419,6,0.0152,329.57,1016,20,0.0197,330.06,452,11,0.0233,313.1
August,1,11:00,254,0,0.0016,320.36,453,6,0.0135,333.78,1075,5,0.0047,334.91,479,7,0.0149,315.67
August,1,11:30,253,0,0.0009,324.46,497,14,0.028,346.31,1124,8,0.0073,332.77,516,9,0.0177,319.56
August,1,12:00,266,2,0.0061,310.0,564,4,0.0068,334.96,1152,18,0.0158,336.11,521,6,0.0115,311.66
August,1,12:30,265,2,0.0068,324.39,556,7,0.0119,346.38,1149,18,0.0161,340.8,529,6,0.0106,322.58
August,1,13:00,262,3,0.0097,331.11,576,6,0.0112,337.18,1123,12,0.0105,345.88,522,8,0.0154,320.18
August,1,13:30,266,1,0.003,325.68,574,8,0.014,335.63,1126,11,0.0099,345.38,538,7,0.0128,320.64
August,1,14:00,264,0,0.0018,317.04,613,11,0.0185,347.41,1162,10,0.009,345.94,559,7,0.0133,315.26
August,1,14:30,280,1,0.0047,329.48,617,12,0.0192,343.17,1147,12,0.0103,342.76,551,13,0.0243,322.55
August,1,15:00,270,2,0.0063,315.07,624,3,0.0056,346.63,1134,11,0.0096,345.72,551,10,0.0178,325.75
August,1,15:30,282,3,0.0119,324.8,611,5,0.0079,341.01,1125,20,0.0174,348.22,535,13,0.0244,321.12
August,1,16:00,269,1,0.0019,333.65,612,5,0.0078,352.14,1120,4,0.0037,347.27,571,7,0.012,325.9
August,1,16:30,253,1,0.0021,330.15,585,5,0.0078,342.99,1065,4,0.0042,349.5,536,7,0.0123,317.93
August,1,17:00,218,1,0.0067,329.94,560,4,0.0078,345.31,998,6,0.0065,344.52,495,4,0.0073,334.32
August,1,17:30,192,1,0.0043,327.9,514,4,0.0071,351.04,908,6,0.0063,348.02,452,6,0.013,323.02
August,1,18:00,172,1,0.0051,322.77,482,5,0.0111,351.78,806,6,0.0075,348.8,408,1,0.0036,316.96
August,1,18:30,142,1,0.0059,345.5,417,2,0.0043,337.78,726,3,0.0036,348.1,358,3,0.0078,312.71
August,1,19:00,98,0,0.0024,347.94,395,5,0.0131,337.6,643,4,0.0068,339.86,319,4,0.0127,316.41
August,1,19:30,68,0,0.0015,327.59,334,2,0.0056,325.74,564,2,0.0033,350.2,286,6,0.0222,322.58
August,1,1:00,4,0,0.0,328.23,13,0,0.0193,382.31,44,0,0.0091,331.15,25,0,0.0051,344.11
August,1,1:30,4,0,0.0,328.23,8,0,0.0262,362.1,32,0,0.0,298.14,18,0,0.0203,320.35
August,1,20:00,56,0,0.0057,333.5,284,3,0.0098,333.86,470,7,0.0139,340.66,242,5,0.0188,316.66
August,1,20:30,44,1,0.0148,305.93,261,2,0.0079,336.97,404,1,0.0017,333.11,218,2,0.0088,305.54
August,1,21:00,31,1,0.0214,331.6,217,2,0.0085,334.22,336,1,0.0019,340.79,172,9,0.0507,319.09
