Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,46,0,0.0,316.66,85,0,0.0011,347.55,47,0,0.0026,325.27
August,1,0:30,5,0,0.0,328.23,31,0,0.0,291.99,56,0,0.0047,318.98,32,0,0.0,304.75
August,1,10:00,182,1,0.0036,318.01,374,2,0.0054,330.64,880,9,0.0105,322.71,406,6,0.0136,302.41
August,1,10:30,237,1,0.0044,321.14,407,6,0.0157,328.16,986,18,0.0182,328.58,438,10,0.0223,313.39
August,1,11:00,239,0,0.0015,321.83,447,6,0.0125,331.74,1054,5,0.0051,335.33,465,6,0.0134,314.06
August,1,11:30,248,0,0.0017,324.54,487,14,0.0282,345.4,1093,9,0.0082,333.44,500,10,0.0194,317.54
August,1,12:00,263,2,0.0063,309.98,557,5,0.0098,336.05,1124,19,0.0167,335.67,515,9,0.0171,311.72
August,1,12:30,257,2,0.0061,323.22,555,8,0.0136,344.63,1122,19,0.0167,340.4,523,6,0.0112,324.18
August,1,13:00,250,2,0.0092,329.46,572,7,0.0115,336.64,1094,11,0.0096,344.59,513,10,0.019,320.97
August,1,13:30,263,1,0.0027,327.38,570,8,0.0149,334.69,1096,13,0.0115,344.92,525,8,0.0157,321.75
August,1,14:00,260,0,0.0017,318.77,603,11,0.0176,344.86,1137,13,0.0114,345.48,542,7,0.0122,317.02
August,1,14:30,276,1,0.005,327.79,617,12,0.0196,341.6,1109,13,0.0121,344.74,543,15,0.0284,324.72
August,1,15:00,268,2,0.0069,316.3,629,4,0.0066,346.79,1103,13,0.0117,345.2,537,14,0.0259,327.76
August,1,15:30,270,3,0.0112,326.83,618,5,0.0086,340.58,1098,19,0.0169,346.46,537,13,0.0248,321.12
August,1,16:00,263,1,0.0025,331.17,621,6,0.0104,352.19,1082,6,0.0058,348.15,554,6,0.011,326.04
August,1,16:30,246,1,0.0023,330.59,591,5,0.0092,342.25,1035,4,0.0043,348.59,530,6,0.0122,319.68
August,1,17:00,212,1,0.006,330.23,573,5,0.0092,344.49,973,7,0.0068,344.52,492,4,0.0077,332.68
August,1,17:30,190,1,0.0051,326.69,522,4,0.0081,349.55,909,6,0.0071,347.39,455,7,0.0155,321.81
August,1,18:00,167,1,0.0046,320.23,485,7,0.0137,351.95,806,7,0.0089,349.06,410,2,0.0052,316.61
August,1,18:30,137,1,0.0063,347.32,419,3,0.0081,336.4,728,3,0.0046,347.39,359,4,0.0106,314.15
