Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,47,0,0.0,316.66,87,0,0.0011,347.55,48,0,0.0026,325.27
August,1,0:30,6,0,0.0,328.23,32,0,0.0,291.99,63,0,0.0047,318.98,35,0,0.0,304.75
August,1,10:00,193,1,0.0036,318.01,360,2,0.0054,330.64,889,9,0.0105,322.71,399,5,0.0136,302.41
August,1,10:30,227,1,0.0044,321.14,410,6,0.0157,328.16,988,18,0.0182,328.58,440,10,0.0223,313.39
August,1,11:00,244,0,0.0015,321.83,452,6,0.0125,331.74,1056,5,0.0051,335.33,472,6,0.0134,314.06
August,1,11:30,253,0,0.0017,324.54,494,14,0.0282,345.4,1104,9,0.0082,333.44,501,10,0.0194,317.54
August,1,12:00,261,2,0.0063,309.98,540,5,0.0098,336.05,1131,19,0.0167,335.67,515,9,0.0171,311.72
August,1,12:30,262,2,0.0061,323.22,553,8,0.0136,344.63,1136,19,0.0167,340.4,524,6,0.0112,324.18
August,1,13:00,262,2,0.0092,329.46,570,7,0.0115,336.64,1128,11,0.0096,344.59,526,10,0.019,320.97
August,1,13:30,267,1,0.0027,327.38,580,9,0.0149,334.69,1129,13,0.0115,344.92,536,8,0.0157,321.75
August,1,14:00,268,0,0.0017,318.77,599,11,0.0176,344.86,1143,13,0.0114,345.48,546,7,0.0122,317.02
August,1,14:30,275,1,0.005,327.79,610,12,0.0196,341.6,1135,14,0.0121,344.74,548,16,0.0284,324.72
August,1,15:00,272,2,0.0069,316.3,617,4,0.0066,346.79,1126,13,0.0117,345.2,547,14,0.0259,327.76
August,1,15:30,272,3,0.0112,326.83,611,5,0.0086,340.58,1113,19,0.0169,346.46,544,13,0.0248,321.12
August,1,16:00,262,1,0.0025,331.17,606,6,0.0104,352.19,1092,6,0.0058,348.15,550,6,0.011,326.04
August,1,16:30,245,1,0.0023,330.59,584,5,0.0092,342.25,1045,4,0.0043,348.59,527,6,0.0122,319.68
August,1,17:00,219,1,0.006,330.23,557,5,0.0092,344.49,982,7,0.0068,344.52,493,4,0.0077,332.68
August,1,17:30,193,1,0.0051,326.69,516,4,0.0081,349.55,907,6,0.0071,347.39,454,7,0.0155,321.81
August,1,18:00,167,1,0.0046,320.23,477,7,0.0137,351.95,816,7,0.0089,349.06,411,2,0.0052,316.61
August,1,18:30,137,1,0.0063,347.32,425,3,0.0081,336.4,735,3,0.0046,347.39,364,4,0.0106,314.15
August,1,19:00,102,0,0.0034,349.3,388,6,0.0157,340.1,649,6,0.0089,340.22,323,5,0.0156,318.96
August,1,19:30,78,0,0.0026,325.21,339,2,0.0062,324.77,569,5,0.0086,347.3,287,7,0.024,322.5
August,1,1:00,4,0,0.0,328.23,18,0,0.0174,362.1,47,1,0.0112,332.11,26,0,0.0046,358.88
August,1,1:30,3,0,0.0,328.23,11,0,0.0236,362.1,34,0,0.0,302.66,19,0,0.0182,316.69
August,1,20:00,60,0,0.0075,340.58,293,3,0.0111,334.83,488,9,0.0183,342.31,248,7,0.0278,316.31
August,1,20:30,46,1,0.0167,306.58,259,3,0.0118,340.04,418,3,0.0063,333.74,217,2,0.0112,308.5
August,1,21:00,35,1,0.0236,326.06,219,2,0.0103,332.18,348,1,0.0026,339.2,181,10,0.0571,325.55
August,1,21:30,26,0,0.0036,324.62,181,2,0.0107,318.64,286,1,0.0035,336.2,156,6,0.0407,324.14
August,1,22:00,22,0,0.0,322.97,142,0,0.0031,328.83,233,1,0.0034,339.38,128,1,0.0085,314.2
August,1,22:30,17,3,0.1658,377.49,114,0,0.0024,304.68,184,0,0.0013,334.56,104,1,0.0053,304.57
August,1,23:00,13,1,0.1031,328.23,86,0,0.0018,323.5,143,0,0.0,321.6,82,0,0.003,301.03
August,1,23:30,10,1,0.0718,328.23,67,1,0.009,320.14,112,0,0.0,304.41,63,0,0.0,304.56
August,1,2:00,2,0,0.0,328.23,7,0,0.0,362.1,24,1,0.0247,324.21,13,0,0.03,326.6
August,1,2:30,2,0,0.0,328.23,6,0,0.0,362.1,22,1,0.0302,333.01,9,0,0.0077,326.6
August,1,3:00,1,0,0.0,328.23,5,0,0.0,362.1,18,0,0.0232,348.75,5,0,0.0617,326.6
August,1,3:30,2,0,0.0,328.23,5,0,0.0,362.1,18,0,0.0,348.75,3,0,0.0,326.6
August,1,4:00,2,0,0.0,328.23,4,0,0.0,362.1,16,0,0.0111,348.75,2,0,0.0,326.6
