Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,44,0,0.0,316.66,87,0,0.0011,347.55,46,0,0.0026,325.27
August,1,0:30,5,0,0.0,328.23,31,0,0.0,291.99,57,0,0.0047,318.98,31,0,0.0,304.75
August,1,10:00,188,1,0.0036,318.01,370,2,0.0054,330.64,903,9,0.0105,322.71,412,6,0.0136,302.41
August,1,10:30,239,1,0.0044,321.14,413,6,0.0157,328.16,1007,18,0.0182,328.58,446,10,0.0223,313.39
August,1,11:00,249,0,0.0015,321.83,449,6,0.0125,331.74,1069,5,0.0051,335.33,474,6,0.0134,314.06
August,1,11:30,255,0,0.0017,324.54,493,14,0.0282,345.4,1118,9,0.0082,333.44,510,10,0.0194,317.54
August,1,12:00,266,2,0.0063,309.98,562,6,0.0098,336.05,1147,19,0.0167,335.67,519,9,0.0171,311.72
August,1,12:30,262,2,0.0061,323.22,552,8,0.0136,344.63,1142,19,0.0167,340.4,528,6,0.0112,324.18
August,1,13:00,258,2,0.0092,329.46,572,7,0.0115,336.64,1116,11,0.0096,344.59,517,10,0.019,320.97
August,1,13:30,267,1,0.0027,327.38,570,8,0.0149,334.69,1117,13,0.0115,344.92,535,8,0.0157,321.75
August,1,14:00,265,0,0.0017,318.77,604,11,0.0176,344.86,1155,13,0.0114,345.48,552,7,0.0122,317.02
August,1,14:30,280,1,0.005,327.79,614,12,0.0196,341.6,1137,14,0.0121,344.74,550,16,0.0284,324.72
August,1,15:00,270,2,0.0069,316.3,624,4,0.0066,346.79,1125,13,0.0117,345.2,545,14,0.0259,327.76
August,1,15:30,279,3,0.0112,326.83,609,5,0.0086,340.58,1117,19,0.0169,346.46,538,13,0.0248,321.12
August,1,16:00,269,1,0.0025,331.17,616,6,0.0104,352.19,1109,6,0.0058,348.15,570,6,0.011,326.04
August,1,16:30,251,1,0.0023,330.59,588,5,0.0092,342.25,1057,5,0.0043,348.59,536,7,0.0122,319.68
August,1,17:00,218,1,0.006,330.23,565,5,0.0092,344.49,991,7,0.0068,344.52,496,4,0.0077,332.68
August,1,17:30,192,1,0.0051,326.69,516,4,0.0081,349.55,914,6,0.0071,347.39,456,7,0.0155,321.81
August,1,18:00,170,1,0.0046,320.23,482,7,0.0137,351.95,808,7,0.0089,349.06,412,2,0.0052,316.61
August,1,18:30,140,1,0.0063,347.32,416,3,0.0081,336.4,735,3,0.0046,347.39,360,4,0.0106,314.15
August,1,19:00,95,0,0.0034,349.3,394,6,0.0157,340.1,644,6,0.0089,340.22,319,5,0.0156,318.96
August,1,19:30,72,0,0.0026,325.21,335,2,0.0062,324.77,567,5,0.0086,347.3,288,7,0.024,322.5
August,1,1:00,4,0,0.0,328.23,13,0,0.0174,362.1,44,0,0.0112,332.11,25,0,0.0046,358.88
August,1,1:30,3,0,0.0,328.23,8,0,0.0236,362.1,31,0,0.0,302.66,18,0,0.0182,316.69
August,1,20:00,56,0,0.0075,340.58,285,3,0.0111,334.83,481,9,0.0183,342.31,242,7,0.0278,316.31
August,1,20:30,45,1,0.0167,306.58,262,3,0.0118,340.04,416,3,0.0063,333.74,219,2,0.0112,308.5
August,1,21:00,32,1,0.0236,326.06,218,2,0.0103,332.18,341,1,0.0026,339.2,173,10,0.0571,325.55
August,1,21:30,24,0,0.0036,324.62,181,2,0.0107,318.64,278,1,0.0035,336.2,158,6,0.0407,324.14
August,1,22:00,22,0,0.0,322.97,134,0,0.0031,328.83,229,1,0.0034,339.38,125,1,0.0085,314.2
August,1,22:30,16,3,0.1658,377.49,112,0,0.0024,304.68,178,0,0.0013,334.56,102,1,0.0053,304.57
August,1,23:00,13,1,0.1031,328.23,80,0,0.0018,323.5,135,0,0.0,321.6,79,0,0.003,301.03
August,1,23:30,9,1,0.0718,328.23,68,1,0.009,320.14,108,0,0.0,304.41,60,0,0.0,304.56
August,1,2:00,2,0,0.0,328.23,6,0,0.0,362.1,19,0,0.0247,324.21,12,0,0.03,326.6
August,1,2:30,2,0,0.0,328.23,5,0,0.0,362.1,23,1,0.0302,333.01,9,0,0.0077,326.6
August,1,3:00,1,0,0.0,328.23,6,0,0.0,362.1,15,0,0.0232,348.75,3,0,0.0617,326.6
August,1,3:30,2,0,0.0,328.23,5,0,0.0,362.1,18,0,0.0,348.75,1,0,0.0,326.6
August,1,4:00,2,0,0.0,328.23,4,0,0.0,362.1,14,0,0.0111,348.75,1,0,0.0,326.6
August,1,4:30,1,0,0.0,328.23,5,0,0.0,362.1,16,0,0.0059,327.59,1,0,0.0,326.6
August,1,5:00,1,0,0.0,328.23,3,0,0.0,362.1,19,0,0.0106,306.22,2,0,0.0,326.6
August,1,5:30,2,0,0.0,328.23,4,0,0.0,362.1,21,0,0.0108,329.07,2,0,0.0,326.6
August,1,6:00,3,0,0.0333,328.23,7,1,0.1486,362.1,40,0,0.0,289.2,12,0,0.0067,326.6
August,1,6:30,5,2,0.4581,328.23,9,7,0.7425,362.1,64,2,0.0328,269.33,28,2,0.0875,266.35
August,1,7:00,11,2,0.2107,328.23,39,0,0.0128,258.84,107,1,0.0078,274.99,46,1,0.0146,263.61
August,1,7:30,18,2,0.1361,347.33,58,2,0.0363,283.99,174,3,0.0158,269.27,79,1,0.0145,285.84
August,1,8:00,52,0,0.0043,283.37,118,0,0.0012,280.9,321,2,0.0048,289.03,145,1,0.0103,272.24
August,1,8:30,93,0,0.0025,291.36,162,1,0.0089,304.4,448,1,0.0033,308.38,200,4,0.0176,291.01
August,1,9:00,134,0,0.0008,307.96,241,2,0.0068,316.56,630,2,0.0027,314.14,276,2,0.0067,289.27
August,1,9:30,172,1,0.0053,310.78,298,2,0.0076,321.18,799,5,0.0067,306.58,346,7,0.0214,305.55
August,2,0:00,7,0,0.0409,316.72,53,1,0.0191,295.17,75,1,0.0077,322.45,45,0,0.0045,306.86
August,2,0:30,5,0,0.0,316.72,31,0,0.0,324.39,58,0,0.0,323.56,29,0,0.0035,316.98
August,2,10:00,118,1,0.0053,294.11,245,3,0.0103,309.35,576,2,0.0032,312.27,255,3,0.0122,293.97
August,2,10:30,148,1,0.0034,292.68,280,8,0.0282,319.76,647,3,0.0046,324.69,295,9,0.031,295.59
August,2,11:00,171,1,0.0064,300.93,324,3,0.0102,321.93,701,4,0.0051,326.7,336,5,0.0149,303.68
August,2,11:30,170,2,0.0133,296.4,369,7,0.0197,327.1,713,9,0.0126,333.07,349,3,0.0099,305.1
August,2,12:00,185,3,0.0146,301.21,377,4,0.0101,322.95,726,6,0.0078,333.92,367,2,0.0054,310.8
August,2,12:30,201,5,0.0263,302.84,395,8,0.0195,324.66,738,8,0.0114,331.76,380,7,0.0182,304.03
August,2,13:00,193,1,0.0063,305.99,418,11,0.026,326.18,722,7,0.0101,334.46,375,6,0.0157,312.07
August,2,13:30,191,0,0.0019,307.74,441,13,0.0294,321.9,724,15,0.0209,334.26,380,7,0.0193,307.96
August,2,14:00,182,1,0.0073,312.99,448,18,0.0395,329.08,721,10,0.0132,335.49,372,4,0.0099,305.59
August,2,14:30,184,2,0.0094,308.65,442,12,0.0276,334.57,715,4,0.0056,331.14,386,12,0.0318,314.27
August,2,15:00,181,1,0.0028,306.53,432,5,0.0119,325.37,679,0,0.0006,339.28,371,4,0.0117,299.86
August,2,15:30,185,1,0.0037,311.49,427,4,0.0095,319.47,658,1,0.0008,335.99,352,3,0.0084,299.98
August,2,16:00,175,1,0.0038,325.16,426,3,0.0076,333.05,635,1,0.0015,336.14,341,3,0.0079,313.0
August,2,16:30,158,0,0.0019,296.18,400,3,0.0067,338.64,587,1,0.0011,335.26,313,1,0.0045,306.5
August,2,17:00,145,3,0.0188,308.84,387,2,0.0051,333.15,550,1,0.0022,336.83,292,2,0.0065,308.2
August,2,17:30,123,1,0.0091,316.01,362,4,0.0102,336.97,531,1,0.0014,333.6,281,1,0.0023,309.87
August,2,18:00,118,1,0.0072,321.6,329,6,0.0188,343.89,503,2,0.0031,331.89,262,1,0.0034,309.24
August,2,18:30,100,1,0.0074,330.01,305,6,0.0181,333.73,457,2,0.0045,339.84,229,0,0.0009,324.27
August,2,19:00,76,0,0.0028,320.83,268,5,0.0169,332.95,412,3,0.0062,330.84,218,1,0.0042,318.4
August,2,19:30,59,0,0.0063,328.3,242,2,0.0074,318.74,367,6,0.0161,328.84,195,1,0.0028,322.18
August,2,1:00,4,0,0.0222,316.72,13,1,0.0682,351.69,41,0,0.006,314.5,25,0,0.0,323.53
August,2,1:30,2,0,0.037,316.72,7,0,0.0202,351.69,36,0,0.0108,323.38,17,0,0.007,311.75
August,2,20:00,47,0,0.0099,296.97,212,8,0.0387,319.97,331,3,0.0101,335.86,168,1,0.0067,307.1
August,2,20:30,38,1,0.0306,276.25,183,2,0.0116,309.14,281,1,0.0037,329.73,153,1,0.0057,299.47
August,2,21:00,27,1,0.0342,294.85,143,3,0.0215,310.72,235,1,0.0052,331.19,130,3,0.0219,305.62
August,2,21:30,21,0,0.0133,296.99,128,1,0.0106,314.8,190,0,0.0018,332.05,108,0,0.0038,313.38
August,2,22:00,14,0,0.0,316.72,101,1,0.0109,304.08,159,0,0.0027,321.7,91,0,0.0037,297.32
August,2,22:30,10,1,0.0614,316.72,83,1,0.0077,316.57,135,0,0.0,322.91,75,0,0.0028,303.88
August,2,23:00,9,1,0.0661,316.72,62,1,0.0182,291.78,100,0,0.0019,311.88,65,0,0.0,303.25
August,2,23:30,6,0,0.0,316.72,50,0,0.0059,301.19,88,0,0.0,312.48,51,0,0.0064,286.97
August,2,2:00,1,0,0.0,316.72,7,0,0.0,351.69,22,0,0.017,312.33,12,0,0.0053,336.76
August,2,2:30,2,0,0.0,316.72,4,0,0.0,351.69,16,0,0.0,340.16,7,0,0.0,336.76
August,2,3:00,1,0,0.0,316.72,4,0,0.0,351.69,13,0,0.0247,346.33,3,0,0.0,336.76
August,2,3:30,1,0,0.0,316.72,4,0,0.0,351.69,14,0,0.0,346.33,0,0,0.0,0.0
August,2,4:00,1,0,0.0,316.72,2,0,0.0,351.69,11,0,0.0,346.33,0,0,0.0,0.0
August,2,4:30,1,0,0.0,316.72,2,0,0.0,351.69,12,0,0.0053,346.33,0,0,0.0,0.0
August,2,5:00,1,0,0.0,316.72,4,0,0.0,351.69,12,0,0.0,346.33,0,0,0.0,0.0
August,2,5:30,1,0,0.0,316.72,3,0,0.0,351.69,15,0,0.0,308.89,1,0,0.0,336.76
August,2,6:00,2,0,0.0,316.72,3,0,0.0,351.69,20,0,0.0,278.82,9,0,0.0,336.76
August,2,6:30,3,0,0.1095,316.72,9,2,0.2399,351.69,38,0,0.0078,273.86,15,1,0.0394,297.56
August,2,7:00,7,0,0.051,316.72,13,0,0.007,351.69,67,0,0.0048,269.55,28,0,0.0115,262.02
August,2,7:30,12,1,0.0621,316.72,23,0,0.0,313.32,108,1,0.0096,267.04,45,1,0.0158,289.29
August,2,8:00,34,0,0.0079,255.4,42,0,0.0098,295.18,190,1,0.0028,277.61,78,0,0.0036,284.45
August,2,8:30,57,0,0.0019,282.86,56,1,0.0157,308.18,274,1,0.0041,299.54,115,1,0.0057,278.64
August,2,9:00,79,0,0.0014,281.18,146,1,0.0082,287.36,382,2,0.0041,295.48,174,1,0.0068,287.26
August,2,9:30,94,1,0.0082,276.87,195,2,0.0107,307.73,459,8,0.018,314.12,214,3,0.014,280.55
August,3,0:00,3,0,0.0476,331.61,38,1,0.0284,288.6,56,0,0.0079,293.92,39,0,0.0031,279.14
August,3,0:30,4,0,0.1125,331.61,29,1,0.0291,262.72,43,0,0.0036,328.24,27,0,0.0,292.48
August,3,10:00,25,0,0.0,293.17,124,0,0.004,299.71,306,1,0.0024,294.74,136,2,0.0128,294.97
August,3,10:30,39,0,0.0,281.17,142,1,0.0051,313.86,359,1,0.0021,300.89,172,8,0.0464,305.9
August,3,11:00,34,0,0.0,281.57,153,0,0.0023,306.02,385,1,0.0022,308.62,190,3,0.0137,295.05
August,3,11:30,39,0,0.0,298.89,185,2,0.0126,301.28,428,2,0.004,312.89,202,2,0.0098,301.85
August,3,12:00,58,0,0.0,284.72,204,1,0.0044,297.57,464,0,0.001,310.49,219,1,0.0062,294.54
August,3,12:30,69,1,0.01,292.9,232,4,0.0172,307.84,461,2,0.005,310.16,217,1,0.0067,294.5
August,3,13:00,88,2,0.0254,301.87,260,2,0.0072,299.76,485,3,0.0066,325.41,224,3,0.0153,301.71
August,3,13:30,94,1,0.0098,287.53,272,3,0.0104,304.72,480,7,0.0149,318.31,237,2,0.0092,302.38
August,3,14:00,97,1,0.0062,300.06,303,2,0.0064,313.46,482,3,0.0053,325.41,232,1,0.0043,298.46
August,3,14:30,97,2,0.0206,303.91,287,1,0.002,307.5,478,1,0.0027,319.27,242,3,0.0113,300.29
August,3,15:00,90,1,0.0159,303.24,302,0,0.0005,310.52,475,0,0.0006,326.07,236,0,0.0009,309.09
