Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,46,0,0.0,316.66,86,0,0.0011,347.55,47,0,0.0026,325.27
August,1,0:30,5,0,0.0,328.23,31,0,0.0,291.99,61,0,0.0047,318.98,34,0,0.0,304.75
August,1,10:00,194,1,0.0036,318.01,363,2,0.0054,330.64,902,9,0.0105,322.71,405,6,0.0136,302.41
August,1,10:30,230,1,0.0044,321.14,410,6,0.0157,328.16,1002,18,0.0182,328.58,445,10,0.0223,313.39
August,1,11:00,246,0,0.0015,321.83,454,6,0.0125,331.74,1069,5,0.0051,335.33,477,6,0.0134,314.06
August,1,11:30,255,0,0.0017,324.54,496,14,0.0282,345.4,1118,9,0.0082,333.44,506,10,0.0194,317.54
August,1,12:00,262,2,0.0063,309.98,545,5,0.0098,336.05,1144,19,0.0167,335.67,519,9,0.0171,311.72
August,1,12:30,262,2,0.0061,323.22,554,8,0.0136,344.63,1144,19,0.0167,340.4,527,6,0.0112,324.18
August,1,13:00,261,2,0.0092,329.46,571,7,0.0115,336.64,1133,11,0.0096,344.59,527,10,0.019,320.97
August,1,13:30,267,1,0.0027,327.38,578,9,0.0149,334.69,1134,13,0.0115,344.92,538,8,0.0157,321.75
August,1,14:00,268,0,0.0017,318.77,601,11,0.0176,344.86,1151,13,0.0114,345.48,549,7,0.0122,317.02
August,1,14:30,276,1,0.005,327.79,612,12,0.0196,341.6,1144,14,0.0121,344.74,551,16,0.0284,324.72
August,1,15:00,273,2,0.0069,316.3,620,4,0.0066,346.79,1135,13,0.0117,345.2,550,14,0.0259,327.76
August,1,15:30,275,3,0.0112,326.83,612,5,0.0086,340.58,1122,19,0.0169,346.46,547,14,0.0248,321.12
August,1,16:00,265,1,0.0025,331.17,610,6,0.0104,352.19,1104,6,0.0058,348.15,557,6,0.011,326.04
August,1,16:30,247,1,0.0023,330.59,586,5,0.0092,342.25,1057,5,0.0043,348.59,533,7,0.0122,319.68
August,1,17:00,220,1,0.006,330.23,560,5,0.0092,344.49,992,7,0.0068,344.52,498,4,0.0077,332.68
August,1,17:30,193,1,0.0051,326.69,517,4,0.0081,349.55,914,6,0.0071,347.39,457,7,0.0155,321.81
