Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,45,0,0.0,316.66,86,0,0.0011,347.55,46,0,0.0026,325.27
August,1,0:30,5,0,0.0,328.23,31,0,0.0,291.99,60,0,0.0047,318.98,33,0,0.0,304.75
August,1,10:00,191,1,0.0036,318.01,364,2,0.0054,330.64,897,9,0.0105,322.71,405,6,0.0136,302.41
August,1,10:30,232,1,0.0044,321.14,410,6,0.0157,328.16,997,18,0.0182,328.58,443,10,0.0223,313.39
August,1,11:00,246,0,0.0015,321.83,451,6,0.0125,331.74,1063,5,0.0051,335.33,474,6,0.0134,314.06
August,1,11:30,255,0,0.0017,324.54,494,14,0.0282,345.4,1111,9,0.0082,333.44,505,10,0.0194,317.54
August,1,12:00,263,2,0.0063,309.98,548,5,0.0098,336.05,1137,19,0.0167,335.67,516,9,0.0171,311.72
August,1,12:30,261,2,0.0061,323.22,552,8,0.0136,344.63,1136,19,0.0167,340.4,525,6,0.0112,324.18
August,1,13:00,260,2,0.0092,329.46,570,7,0.0115,336.64,1121,11,0.0096,344.59,521,10,0.019,320.97
August,1,13:30,266,1,0.0027,327.38,574,9,0.0149,334.69,1122,13,0.0115,344.92,535,8,0.0157,321.75
August,1,14:00,267,0,0.0017,318.77,600,11,0.0176,344.86,1145,13,0.0114,345.48,547,7,0.0122,317.02
August,1,14:30,277,1,0.005,327.79,611,12,0.0196,341.6,1134,14,0.0121,344.74,548,16,0.0284,324.72
August,1,15:00,272,2,0.0069,316.3,620,4,0.0066,346.79,1125,13,0.0117,345.2,546,14,0.0259,327.76
August,1,15:30,275,3,0.0112,326.83,610,5,0.0086,340.58,1114,19,0.0169,346.46,542,13,0.0248,321.12
August,1,16:00,265,1,0.0025,331.17,610,6,0.0104,352.19,1098,6,0.0058,348.15,558,6,0.011,326.04
August,1,16:30,248,1,0.0023,330.59,586,5,0.0092,342.25,1050,5,0.0043,348.59,531,6,0.0122,319.68
August,1,17:00,219,1,0.006,330.23,560,5,0.0092,344.49,985,7,0.0068,344.52,495,4,0.0077,332.68
August,1,17:30,192,1,0.0051,326.69,516,4,0.0081,349.55,908,6,0.0071,347.39,454,7,0.0155,321.81
August,1,18:00,168,1,0.0046,320.23,478,7,0.0137,351.95,811,7,0.0089,349.06,410,2,0.0052,316.61
August,1,18:30,138,1,0.0063,347.32,421,3,0.0081,336.4,733,3,0.0046,347.39,362,4,0.0106,314.15
August,1,19:00,99,0,0.0034,349.3,389,6,0.0157,340.1,645,6,0.0089,340.22,321,5,0.0156,318.96
August,1,19:30,74,0,0.0026,325.21,336,2,0.0062,324.77,567,5,0.0086,347.3,286,7,0.024,322.5
August,1,1:00,4,0,0.0,328.23,15,0,0.0174,377.56,45,1,0.0112,332.11,25,0,0.0046,358.88
August,1,1:30,3,0,0.0,328.23,9,0,0.0236,362.1,32,0,0.0,302.66,18,0,0.0182,316.69
August,1,20:00,57,0,0.0075,340.58,290,3,0.0111,334.83,484,9,0.0183,342.31,245,7,0.0278,316.31
August,1,20:30,45,1,0.0167,306.58,260,3,0.0118,340.04,415,3,0.0063,333.74,217,2,0.0112,308.5
August,1,21:00,33,1,0.0236,326.06,218,2,0.0103,332.18,344,1,0.0026,339.2,177,10,0.0571,325.55
August,1,21:30,25,0,0.0036,324.62,181,2,0.0107,318.64,281,1,0.0035,336.2,156,6,0.0407,324.14
August,1,22:00,22,0,0.0,322.97,138,0,0.0031,328.83,230,1,0.0034,339.38,126,1,0.0085,314.2
August,1,22:30,16,3,0.1658,377.49,112,0,0.0024,304.68,180,0,0.0013,334.56,102,1,0.0053,304.57
August,1,23:00,13,1,0.1031,328.23,83,0,0.0018,323.5,138,0,0.0,321.6,80,0,0.003,301.03
August,1,23:30,10,1,0.0718,328.23,67,1,0.009,320.14,109,0,0.0,304.41,61,0,0.0,304.56
August,1,2:00,2,0,0.0,328.23,6,0,0.0,362.1,22,1,0.0247,324.21,13,0,0.03,326.6
August,1,2:30,2,0,0.0,328.23,5,0,0.0,362.1,22,1,0.0302,333.01,9,0,0.0077,326.6
August,1,3:00,1,0,0.0,328.23,5,0,0.0,362.1,16,0,0.0232,385.95,4,0,0.0617,326.6
August,1,3:30,2,0,0.0,328.23,5,0,0.0,362.1,18,0,0.0,369.15,2,0,0.0,326.6
August,1,4:00,2,0,0.0,328.23,4,0,0.0,362.1,15,0,0.0111,308.45,1,0,0.0,326.6
August,1,4:30,1,0,0.0,328.23,4,0,0.0,362.1,16,0,0.0059,327.59,1,0,0.0,326.6
August,1,5:00,2,0,0.0,328.23,4,0,0.0,362.1,20,0,0.0106,306.22,2,0,0.0,326.6
August,1,5:30,2,0,0.0,328.23,4,0,0.0,362.1,24,0,0.0108,329.07,4,0,0.0,326.6
August,1,6:00,4,0,0.0333,328.23,8,1,0.1486,362.1,43,0,0.0,289.2,14,0,0.0067,326.6
August,1,6:30,6,3,0.4581,328.23,14,10,0.7425,362.1,69,2,0.0328,269.33,29,3,0.0875,266.35
August,1,7:00,13,3,0.2107,328.23,40,1,0.0128,258.84,117,1,0.0078,274.99,51,1,0.0146,263.61
August,1,7:30,24,3,0.1361,347.33,65,2,0.0363,283.99,190,3,0.0158,269.27,85,1,0.0145,285.84
August,1,8:00,55,0,0.0043,283.37,119,0,0.0012,280.9,323,2,0.0048,289.03,145,1,0.0103,272.24
August,1,8:30,93,0,0.0025,291.36,167,1,0.0089,304.4,457,2,0.0033,308.38,203,4,0.0176,291.01
August,1,9:00,132,0,0.0008,307.96,239,2,0.0068,316.56,627,2,0.0027,314.14,275,2,0.0067,289.27
August,1,9:30,169,1,0.0053,310.78,298,2,0.0076,321.18,785,5,0.0067,306.58,343,7,0.0214,305.55
August,2,0:00,7,0,0.0409,316.72,49,1,0.0191,295.17,74,1,0.0077,322.45,44,0,0.0045,306.86
August,2,0:30,5,0,0.0,316.72,31,0,0.0,324.39,58,0,0.0,323.56,31,0,0.0035,316.98
August,2,10:00,120,1,0.0053,294.11,243,3,0.0103,309.35,569,2,0.0032,312.27,255,3,0.0122,293.97
August,2,10:30,146,0,0.0034,292.68,282,8,0.0282,319.76,641,3,0.0046,324.69,295,9,0.031,295.59
August,2,11:00,167,1,0.0064,300.93,323,3,0.0102,321.93,694,4,0.0051,326.7,332,5,0.0149,303.68
August,2,11:30,172,2,0.0133,296.4,363,7,0.0197,327.1,712,9,0.0126,333.07,349,3,0.0099,305.1
August,2,12:00,185,3,0.0146,301.21,378,4,0.0101,322.95,726,6,0.0078,333.92,366,2,0.0054,310.8
August,2,12:30,197,5,0.0263,302.84,397,8,0.0195,324.66,734,8,0.0114,331.76,377,7,0.0182,304.03
August,2,13:00,193,1,0.0063,305.99,419,11,0.026,326.18,726,7,0.0101,334.46,376,6,0.0157,312.07
August,2,13:30,191,0,0.0019,307.74,438,13,0.0294,321.9,725,15,0.0209,334.26,380,7,0.0193,307.96
August,2,14:00,184,1,0.0073,312.99,445,18,0.0395,329.08,720,10,0.0132,335.49,375,4,0.0099,305.59
August,2,14:30,184,2,0.0094,308.65,442,12,0.0276,334.57,711,4,0.0056,331.14,382,12,0.0318,314.27
August,2,15:00,182,1,0.0028,306.53,434,5,0.0119,325.37,681,0,0.0006,339.28,370,4,0.0117,299.86
August,2,15:30,182,1,0.0037,311.49,427,4,0.0095,319.47,658,1,0.0008,335.99,353,3,0.0084,299.98
August,2,16:00,174,1,0.0038,325.16,423,3,0.0076,333.05,631,1,0.0015,336.14,339,3,0.0079,313.0
August,2,16:30,158,0,0.0019,296.18,401,3,0.0067,338.64,590,1,0.0011,335.26,315,1,0.0045,306.5
August,2,17:00,145,3,0.0188,308.84,385,2,0.0051,333.15,555,1,0.0022,336.83,295,2,0.0065,308.2
August,2,17:30,126,1,0.0091,316.01,361,4,0.0102,336.97,530,1,0.0014,333.6,280,1,0.0023,309.87
August,2,18:00,116,1,0.0072,321.6,330,6,0.0188,343.89,500,2,0.0031,331.89,260,1,0.0034,309.24
August,2,18:30,99,1,0.0074,330.01,304,6,0.0181,333.73,457,2,0.0045,339.84,232,0,0.0009,324.27
August,2,19:00,77,0,0.0028,320.83,270,5,0.0169,332.95,414,3,0.0062,330.84,217,1,0.0042,318.4
August,2,19:30,61,0,0.0063,328.3,242,2,0.0074,318.74,369,6,0.0161,328.84,195,1,0.0028,322.18
August,2,1:00,4,0,0.0222,316.72,16,1,0.0682,357.4,43,0,0.006,314.5,25,0,0.0,323.53
August,2,1:30,2,0,0.037,316.72,8,0,0.0202,351.69,35,0,0.0108,323.38,18,0,0.007,311.75
August,2,20:00,48,0,0.0099,296.97,212,8,0.0387,319.97,329,3,0.0101,335.86,170,1,0.0067,307.1
August,2,20:30,38,1,0.0306,276.25,183,2,0.0116,309.14,281,1,0.0037,329.73,152,1,0.0057,299.47
August,2,21:00,28,1,0.0342,294.85,147,3,0.0215,310.72,236,1,0.0052,331.19,130,3,0.0219,305.62
August,2,21:30,21,0,0.0133,296.99,128,1,0.0106,314.8,193,0,0.0018,332.05,110,0,0.0038,313.38
August,2,22:00,15,0,0.0,355.38,102,1,0.0109,304.08,161,0,0.0027,321.7,92,0,0.0037,297.32
August,2,22:30,11,1,0.0614,316.72,84,1,0.0077,316.57,134,0,0.0,322.91,76,0,0.0028,303.88
August,2,23:00,9,1,0.0661,316.72,65,1,0.0182,291.78,104,0,0.0019,311.88,65,0,0.0,303.25
August,2,23:30,7,0,0.0,316.72,52,0,0.0059,301.19,89,0,0.0,312.48,52,0,0.0064,286.97
August,2,2:00,2,0,0.0,316.72,7,0,0.0,351.69,23,0,0.017,312.33,13,0,0.0053,336.76
August,2,2:30,2,0,0.0,316.72,4,0,0.0,351.69,17,0,0.0,340.16,7,0,0.0,336.76
August,2,3:00,1,0,0.0,316.72,4,0,0.0,351.69,14,0,0.0247,346.33,3,0,0.0,336.76
August,2,3:30,1,0,0.0,316.72,4,0,0.0,351.69,14,0,0.0,346.33,1,0,0.0,336.76
August,2,4:00,1,0,0.0,316.72,3,0,0.0,351.69,12,0,0.0,346.33,0,0,0.0,0.0
August,2,4:30,1,0,0.0,316.72,2,0,0.0,351.69,12,0,0.0053,346.33,0,0,0.0,0.0
August,2,5:00,1,0,0.0,316.72,3,0,0.0,351.69,13,0,0.0,346.33,1,0,0.0,336.76
August,2,5:30,1,0,0.0,316.72,4,0,0.0,351.69,16,0,0.0,308.89,2,0,0.0,336.76
August,2,6:00,2,0,0.0,316.72,5,0,0.0,351.69,24,0,0.0,278.82,9,0,0.0,336.76
August,2,6:30,4,0,0.1095,316.72,9,2,0.2399,351.69,41,0,0.0078,273.86,16,1,0.0394,297.56
August,2,7:00,8,0,0.051,316.72,15,0,0.007,285.21,72,0,0.0048,269.55,30,0,0.0115,262.02
August,2,7:30,15,1,0.0621,300.7,25,0,0.0,313.32,117,1,0.0096,267.04,49,1,0.0158,289.29
August,2,8:00,35,0,0.0079,255.4,45,0,0.0098,295.18,194,1,0.0028,277.61,81,0,0.0036,284.45
August,2,8:30,57,0,0.0019,282.86,69,1,0.0157,308.18,278,1,0.0041,299.54,119,1,0.0057,278.64
August,2,9:00,78,0,0.0014,281.18,142,1,0.0082,287.36,380,2,0.0041,295.48,172,1,0.0068,287.26
August,2,9:30,96,1,0.0082,276.87,193,2,0.0107,307.73,464,8,0.018,314.12,214,3,0.014,280.55
August,3,0:00,4,0,0.0476,331.61,37,1,0.0284,289.73,59,0,0.0079,288.3,39,0,0.0031,280.81
August,3,0:30,4,0,0.1125,331.61,28,1,0.0291,256.76,45,0,0.0036,327.52,28,0,0.0,294.31
August,3,10:00,27,0,0.0,291.44,123,0,0.004,296.36,305,1,0.0024,294.12,139,2,0.0128,293.82
August,3,10:30,36,0,0.0,282.11,142,1,0.0051,316.49,355,1,0.0021,299.5,170,8,0.0464,309.13
August,3,11:00,36,0,0.0,280.69,156,0,0.0023,307.65,387,1,0.0022,307.93,189,3,0.0137,296.36
August,3,11:30,42,0,0.0,299.15,184,2,0.0126,302.41,426,2,0.004,314.45,202,2,0.0098,304.19
August,3,12:00,57,0,0.0,283.93,205,1,0.0044,297.76,458,0,0.001,311.71,216,1,0.0062,295.59
August,3,12:30,70,1,0.01,290.17,232,4,0.0172,308.84,464,2,0.005,311.79,218,1,0.0067,293.63
August,3,13:00,86,2,0.0254,296.6,258,2,0.0072,298.67,482,3,0.0066,323.68,225,3,0.0153,300.85
August,3,13:30,93,1,0.0098,286.26,273,3,0.0104,304.39,481,7,0.0149,318.75,235,2,0.0092,300.87
August,3,14:00,96,1,0.0062,299.64,296,2,0.0064,312.82,482,3,0.0053,327.81,234,1,0.0043,299.6
August,3,14:30,96,2,0.0206,304.44,291,1,0.002,309.53,478,1,0.0027,319.85,241,3,0.0113,303.0
August,3,15:00,91,1,0.0159,303.05,303,0,0.0005,309.81,475,0,0.0006,327.83,236,0,0.0009,309.09
August,3,15:30,93,2,0.0176,296.97,312,1,0.0029,308.52,464,1,0.0017,323.36,237,3,0.0141,298.94
August,3,16:00,92,0,0.0,303.28,306,1,0.0027,302.38,460,1,0.0026,319.62,221,1,0.0053,311.92
August,3,16:30,83,0,0.0,286.09,289,0,0.0012,299.75,448,2,0.004,324.03,219,2,0.0091,306.65
August,3,17:00,72,0,0.0028,298.97,281,2,0.0073,314.81,422,1,0.0023,325.2,211,1,0.0031,312.75
August,3,17:30,68,0,0.0054,279.92,261,2,0.0061,312.58,394,0,0.0011,315.55,202,1,0.0036,305.28
August,3,18:00,51,0,0.0021,297.42,245,1,0.0049,305.7,355,0,0.0,325.04,189,1,0.0057,303.99
August,3,18:30,43,0,0.0032,290.53,220,2,0.0112,311.72,331,1,0.0018,323.99,178,1,0.003,304.12
August,3,19:00,36,0,0.0,287.55,197,1,0.0073,293.54,297,0,0.0,320.41,160,0,0.0008,299.24
August,3,19:30,32,0,0.0031,276.54,176,1,0.0044,314.9,271,1,0.0031,325.22,157,0,0.0024,319.24
August,3,1:00,2,0,0.0476,331.61,14,0,0.0,348.61,34,1,0.0172,294.18,21,0,0.0,313.43
August,3,1:30,2,0,0.0,331.61,9,0,0.0,348.61,27,0,0.0,266.63,18,0,0.0,336.89
August,3,20:00,28,0,0.0042,299.36,153,0,0.0023,306.34,245,0,0.0018,322.76,142,1,0.0096,316.46
August,3,20:30,24,0,0.0106,293.25,139,0,0.0013,303.8,221,0,0.0012,320.55,126,0,0.0032,297.13
August,3,21:00,21,0,0.023,277.79,123,0,0.0,301.75,194,0,0.0,314.04,106,1,0.0074,305.99
August,3,21:30,17,0,0.0,334.4,107,1,0.0052,311.08,167,0,0.0016,306.79,91,0,0.0,310.11
August,3,22:00,15,0,0.0,294.69,88,0,0.0032,319.78,145,0,0.0,320.66,80,1,0.0113,317.17
August,3,22:30,13,1,0.1058,331.61,69,0,0.0,300.21,125,1,0.0052,310.94,69,0,0.0059,306.49
August,3,23:00,9,0,0.0417,331.61,58,0,0.0,258.17,101,0,0.0,313.99,57,0,0.002,312.06
August,3,23:30,7,0,0.0156,331.61,47,0,0.0,269.46,84,0,0.0017,303.16,50,1,0.0119,329.66
August,3,2:00,1,0,0.0,331.61,6,0,0.0,348.61,22,0,0.0133,317.04,13,0,0.0039,329.76
August,3,2:30,1,0,0.0,331.61,4,0,0.0,348.61,16,0,0.0,324.14,9,0,0.0,329.76
August,3,3:00,1,0,0.0,331.61,4,0,0.0,348.61,14,0,0.0347,342.93,3,0,0.0312,329.76
August,3,3:30,1,0,0.0,331.61,3,0,0.0,348.61,10,0,0.0,342.93,1,0,0.0,329.76
August,3,4:00,1,0,0.0,331.61,2,0,0.0,348.61,10,0,0.0,342.93,0,0,0.0,0.0
August,3,4:30,1,0,0.0,331.61,2,0,0.0,348.61,8,0,0.0,342.93,0,0,0.0,0.0
August,3,5:00,1,0,0.0,331.61,2,0,0.0,348.61,11,0,0.0,342.93,1,0,0.0,329.76
August,3,5:30,2,0,0.0,331.61,3,0,0.0238,348.61,12,0,0.0,342.93,2,0,0.0,329.76
August,3,6:00,2,0,0.0,331.61,3,0,0.0,348.61,18,0,0.0,265.52,6,0,0.0,329.76
August,3,6:30,2,0,0.0,331.61,5,0,0.0,348.61,28,0,0.0171,261.5,11,0,0.0104,329.76
August,3,7:00,5,0,0.0,331.61,9,0,0.0,348.61,43,0,0.0,265.53,19,0,0.0,295.3
August,3,7:30,7,0,0.0,331.61,13,0,0.0,348.61,69,0,0.0043,263.16,32,0,0.0078,297.44
August,3,8:00,12,0,0.0114,331.61,24,0,0.0,268.7,107,0,0.0,281.67,51,0,0.0085,280.12
August,3,8:30,15,0,0.0,274.94,38,0,0.0,302.07,149,0,0.0028,289.53,70,0,0.0,303.94
August,3,9:00,20,0,0.0,238.34,76,0,0.0018,298.35,197,0,0.0,296.47,99,1,0.0074,295.37
August,3,9:30,25,0,0.0,302.82,100,0,0.0,303.9,251,0,0.0013,294.52,119,0,0.0034,278.09
August,4,0:00,5,0,0.0,307.45,29,0,0.0153,341.0,66,0,0.007,317.6,39,0,0.003,302.73
August,4,0:30,3,0,0.0,307.45,20,0,0.0,316.17,47,0,0.0,306.89,26,0,0.0,324.83
August,4,10:00,210,1,0.0029,320.45,373,2,0.0055,328.07,924,8,0.0083,327.38,434,5,0.0106,312.11
August,4,10:30,234,1,0.0042,309.81,420,9,0.0226,337.1,1029,16,0.0155,336.26,490,12,0.024,315.67
August,4,11:00,245,0,0.0013,320.69,466,4,0.0077,338.66,1114,6,0.0056,344.52,527,5,0.0092,319.95
August,4,11:30,253,0,0.0,331.05,497,7,0.0141,340.45,1147,13,0.0109,347.79,550,7,0.013,320.39
August,4,12:00,253,1,0.0032,316.1,536,3,0.0064,336.55,1181,13,0.0113,346.54,585,10,0.0164,323.72
August,4,12:30,259,1,0.0022,313.5,555,8,0.0139,343.99,1186,16,0.0137,348.31,592,12,0.021,323.01
August,4,13:00,261,1,0.0032,309.82,576,4,0.0074,343.72,1177,8,0.0065,351.39,593,7,0.0118,324.36
August,4,13:30,259,1,0.0022,325.44,587,10,0.017,337.41,1174,13,0.0114,355.22,598,5,0.0091,321.23
August,4,14:00,263,1,0.0029,324.25,609,5,0.0075,336.19,1196,10,0.0087,358.09,619,5,0.0078,317.51
August,4,14:30,274,3,0.0094,325.74,613,5,0.0076,338.78,1202,26,0.0219,355.64,630,10,0.0152,326.33
August,4,15:00,268,1,0.0041,320.39,615,3,0.0044,341.01,1213,10,0.0083,355.38,630,4,0.0063,326.39
August,4,15:30,277,2,0.0062,327.66,615,2,0.0035,342.97,1198,4,0.0037,358.78,624,6,0.0096,328.82
August,4,16:00,265,0,0.0016,334.44,616,2,0.0034,341.49,1197,3,0.0021,355.59,630,2,0.0036,332.81
August,4,16:30,255,0,0.0009,324.51,603,4,0.0067,351.34,1156,3,0.0022,356.91,610,5,0.0086,335.86
August,4,17:00,230,1,0.0045,327.66,578,3,0.0044,347.13,1098,4,0.0037,353.24,583,3,0.0043,337.78
August,4,17:30,213,1,0.0031,319.85,543,2,0.003,349.45,1013,4,0.0044,357.01,539,5,0.0084,330.68
August,4,18:00,177,0,0.0022,311.24,492,2,0.0048,349.93,938,9,0.0099,353.56,496,2,0.0036,333.04
August,4,18:30,154,1,0.0051,333.56,456,4,0.0094,340.72,833,4,0.0043,356.09,439,1,0.003,333.94
August,4,19:00,109,0,0.0,329.9,410,4,0.01,351.81,736,5,0.007,359.54,401,2,0.0057,320.32
August,4,19:30,85,1,0.0127,333.14,378,3,0.0077,337.98,660,6,0.0098,356.63,364,8,0.0211,333.43
August,4,1:00,2,0,0.0,307.45,11,0,0.0,321.84,34,0,0.0053,311.3,18,0,0.0,331.02
August,4,1:30,1,0,0.0,307.45,7,0,0.0,321.84,24,0,0.0083,326.17,14,0,0.0046,311.48
August,4,20:00,63,1,0.0094,323.9,336,4,0.0129,335.1,576,6,0.0097,358.85,318,6,0.0193,321.32
August,4,20:30,48,1,0.0233,328.13,275,2,0.006,326.46,485,1,0.0028,348.04,273,2,0.0088,322.98
August,4,21:00,39,1,0.0276,328.39,225,2,0.0085,329.66,404,1,0.0022,351.94,229,3,0.0144,327.28
August,4,21:30,29,1,0.0294,321.33,172,0,0.0015,334.59,342,0,0.001,342.73,186,1,0.003,336.5
August,4,22:00,23,0,0.0,324.45,133,0,0.0021,319.03,269,1,0.002,335.93,153,1,0.0065,325.21
August,4,22:30,17,3,0.1631,326.39,104,0,0.0013,311.79,212,0,0.0016,328.33,127,0,0.0037,324.05
August,4,23:00,14,0,0.0209,307.45,77,0,0.0013,300.12,162,0,0.0006,322.36,100,1,0.0056,334.1
August,4,23:30,9,0,0.0,307.45,55,0,0.0,296.66,120,0,0.0008,338.92,72,0,0.0034,317.75
August,4,2:00,2,0,0.0,307.45,6,0,0.0,321.84,17,0,0.0224,296.13,10,0,0.0393,311.48
August,4,2:30,1,0,0.0,307.45,5,0,0.0,321.84,15,1,0.0528,341.43,9,0,0.0168,311.48
August,4,3:00,1,0,0.0,307.45,3,0,0.0,321.84,12,0,0.0283,340.48,6,0,0.031,311.48
August,4,3:30,1,0,0.0,307.45,2,0,0.0,321.84,10,0,0.0,340.48,5,0,0.0492,311.48
August,4,4:00,0,0,0.0,0.0,2,0,0.0,321.84,10,0,0.0,340.48,5,0,0.0309,311.48
August,4,4:30,1,0,0.0,307.45,2,0,0.0,321.84,10,0,0.0,340.48,5,0,0.05,311.48
August,4,5:00,1,0,0.0,307.45,2,0,0.0,321.84,12,0,0.0,340.48,5,0,0.01,311.48
August,4,5:30,2,0,0.0,307.45,4,0,0.0,321.84,17,0,0.0111,271.64,6,0,0.0,311.48
August,4,6:00,2,0,0.0,307.45,5,0,0.0,321.84,29,0,0.0,267.44,13,0,0.0,311.48
August,4,6:30,4,1,0.1317,307.45,10,2,0.2186,321.84,49,0,0.008,286.35,23,0,0.0154,253.42
August,4,7:00,9,0,0.0,307.45,27,0,0.0042,280.31,89,0,0.0,258.75,39,0,0.0031,279.54
August,4,7:30,19,0,0.0122,321.06,49,1,0.0181,284.43,152,0,0.0024,260.06,66,1,0.0076,269.43
August,4,8:00,49,0,0.0053,285.05,95,0,0.0042,282.15,278,0,0.0015,292.13,125,0,0.0017,269.12
August,4,8:30,87,1,0.0125,306.61,150,2,0.0139,299.09,429,1,0.0013,300.23,193,2,0.0106,286.38
August,4,9:00,132,1,0.0039,299.82,228,0,0.0011,305.91,605,2,0.0026,312.12,292,1,0.0039,292.17
August,4,9:30,176,1,0.006,318.58,295,1,0.0037,319.82,777,8,0.0099,323.78,361,7,0.0201,304.59
August,5,0:00,6,0,0.0,289.73,40,0,0.0,304.83,82,0,0.0019,328.07,50,0,0.0093,313.71
August,5,0:30,5,0,0.0,289.73,28,0,0.0,310.65,59,0,0.0,336.74,36,0,0.0,334.47
August,5,10:00,197,1,0.0033,315.16,335,1,0.003,314.91,836,4,0.0044,325.04,403,2,0.0051,306.57
August,5,10:30,218,0,0.0017,313.9,377,5,0.013,327.72,933,10,0.0103,334.12,444,8,0.0172,306.9
August,5,11:00,233,1,0.004,317.36,420,2,0.0037,331.92,999,4,0.0037,337.2,478,6,0.0121,323.16
