Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,6,0,0.0,328.23,45,0,0.0,316.66,87,0,0.0011,347.55,47,0,0.0026,325.27
August,1,0:30,5,0,0.0,328.23,31,0,0.0,291.99,58,0,0.0047,318.98,32,0,0.0,304.75
August,1,10:00,180,1,0.0036,318.01,373,2,0.0054,330.64,871,9,0.0105,322.71,407,6,0.0136,302.41
August,1,10:30,237,1,0.0044,321.14,406,6,0.0157,328.16,989,18,0.0182,328.58,437,10,0.0223,313.39
August,1,11:00,237,0,0.0015,321.83,444,6,0.0125,331.74,1054,5,0.0051,335.33,462,6,0.0134,314.06
August,1,11:30,247,0,0.0017,324.54,481,14,0.0282,345.4,1095,9,0.0082,333.44,499,10,0.0194,317.54
August,1,12:00,262,2,0.0063,309.98,552,5,0.0098,336.05,1113,19,0.0167,335.67,509,9,0.0171,311.72
August,1,12:30,258,2,0.0061,323.22,554,8,0.0136,344.63,1130,19,0.0167,340.4,519,6,0.0112,324.18
August,1,13:00,251,2,0.0092,329.46,571,7,0.0115,336.64,1102,11,0.0096,344.59,515,10,0.019,320.97
August,1,13:30,265,1,0.0027,327.38,565,8,0.0149,334.69,1095,13,0.0115,344.92,523,8,0.0157,321.75
August,1,14:00,259,0,0.0017,318.77,596,10,0.0176,344.86,1141,13,0.0114,345.48,542,7,0.0122,317.02
August,1,14:30,276,1,0.005,327.79,616,12,0.0196,341.6,1108,13,0.0121,344.74,545,15,0.0284,324.72
August,1,15:00,266,2,0.0069,316.3,623,4,0.0066,346.79,1100,13,0.0117,345.2,541,14,0.0259,327.76
August,1,15:30,268,3,0.0112,326.83,617,5,0.0086,340.58,1107,19,0.0169,346.46,537,13,0.0248,321.12
August,1,16:00,262,1,0.0025,331.17,622,6,0.0104,352.19,1081,6,0.0058,348.15,556,6,0.011,326.04
August,1,16:30,245,1,0.0023,330.59,588,5,0.0092,342.25,1036,4,0.0043,348.59,535,7,0.0122,319.68
