Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,43,0,0.0,316.66,85,0,0.0011,347.55,45,0,0.0026,325.27
August,1,0:30,5,0,0.0,328.23,30,0,0.0,291.99,56,0,0.0047,318.98,31,0,0.0,304.75
August,1,10:00,184,1,0.0036,318.01,363,2,0.0054,330.64,883,9,0.0105,322.71,403,5,0.0136,302.41
August,1,10:30,235,1,0.0044,321.14,406,6,0.0157,328.16,985,18,0.0182,328.58,436,10,0.0223,313.39
August,1,11:00,245,0,0.0015,321.83,441,6,0.0125,331.74,1046,5,0.0051,335.33,464,6,0.0134,314.06
August,1,11:30,251,0,0.0017,324.54,484,14,0.0282,345.4,1093,9,0.0082,333.44,499,10,0.0194,317.54
August,1,12:00,261,2,0.0063,309.98,552,5,0.0098,336.05,1122,19,0.0167,335.67,507,9,0.0171,311.72
August,1,12:30,257,2,0.0061,323.22,542,7,0.0136,344.63,1117,19,0.0167,340.4,516,6,0.0112,324.18
August,1,13:00,253,2,0.0092,329.46,561,6,0.0115,336.64,1092,10,0.0096,344.59,506,10,0.019,320.97
August,1,13:30,263,1,0.0027,327.38,560,8,0.0149,334.69,1092,13,0.0115,344.92,523,8,0.0157,321.75
August,1,14:00,261,0,0.0017,318.77,593,10,0.0176,344.86,1129,13,0.0114,345.48,539,7,0.0122,317.02
August,1,14:30,275,1,0.005,327.79,602,12,0.0196,341.6,1112,13,0.0121,344.74,538,15,0.0284,324.72
August,1,15:00,266,2,0.0069,316.3,613,4,0.0066,346.79,1100,13,0.0117,345.2,533,14,0.0259,327.76
August,1,15:30,274,3,0.0112,326.83,598,5,0.0086,340.58,1092,18,0.0169,346.46,526,13,0.0248,321.12
