Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,44,0,0.0,316.66,87,0,0.0011,347.55,46,0,0.0026,325.27
August,1,0:30,5,0,0.0,328.23,31,0,0.0,291.99,57,0,0.0047,318.98,32,0,0.0,304.75
August,1,10:00,189,1,0.0036,318.01,373,2,0.0054,330.64,910,10,0.0105,322.71,415,6,0.0136,302.41
August,1,10:30,241,1,0.0044,321.14,416,7,0.0157,328.16,1015,18,0.0182,328.58,450,10,0.0223,313.39
August,1,11:00,251,0,0.0015,321.83,453,6,0.0125,331.74,1078,5,0.0051,335.33,478,6,0.0134,314.06
August,1,11:30,257,0,0.0017,324.54,497,14,0.0282,345.4,1126,9,0.0082,333.44,514,10,0.0194,317.54
August,1,12:00,268,2,0.0063,309.98,566,6,0.0098,336.05,1156,19,0.0167,335.67,523,9,0.0171,311.72
August,1,12:30,264,2,0.0061,323.22,556,8,0.0136,344.63,1151,19,0.0167,340.4,532,6,0.0112,324.18
August,1,13:00,260,2,0.0092,329.46,576,7,0.0115,336.64,1125,11,0.0096,344.59,521,10,0.019,320.97
August,1,13:30,270,1,0.0027,327.38,575,9,0.0149,334.69,1125,13,0.0115,344.92,539,8,0.0157,321.75
August,1,14:00,267,0,0.0017,318.77,608,11,0.0176,344.86,1164,13,0.0114,345.48,556,7,0.0122,317.02
August,1,14:30,282,1,0.005,327.79,618,12,0.0196,341.6,1146,14,0.0121,344.74,554,16,0.0284,324.72
August,1,15:00,272,2,0.0069,316.3,629,4,0.0066,346.79,1133,13,0.0117,345.2,549,14,0.0259,327.76
August,1,15:30,281,3,0.0112,326.83,614,5,0.0086,340.58,1125,19,0.0169,346.46,542,13,0.0248,321.12
August,1,16:00,271,1,0.0025,331.17,621,6,0.0104,352.19,1117,6,0.0058,348.15,574,6,0.011,326.04
