Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,48,0,0.0,316.66,86,0,0.0011,347.55,48,0,0.0026,325.27
August,1,0:30,5,0,0.0,328.23,33,0,0.0,291.99,58,0,0.0047,318.98,32,0,0.0,304.75
August,1,10:00,181,1,0.0036,318.01,385,2,0.0054,330.64,871,9,0.0105,322.71,403,5,0.0136,302.41
August,1,10:30,241,1,0.0044,321.14,403,6,0.0157,328.16,973,18,0.0182,328.58,437,10,0.0223,313.39
August,1,11:00,234,0,0.0015,321.83,445,6,0.0125,331.74,1061,5,0.0051,335.33,460,6,0.0134,314.06
August,1,11:30,248,0,0.0017,324.54,474,13,0.0282,345.4,1080,9,0.0082,333.44,496,10,0.0194,317.54
August,1,12:00,259,2,0.0063,309.98,550,5,0.0098,336.05,1103,18,0.0167,335.67,512,9,0.0171,311.72
August,1,12:30,258,2,0.0061,323.22,553,8,0.0136,344.63,1121,19,0.0167,340.4,523,6,0.0112,324.18
August,1,13:00,243,2,0.0092,329.46,570,7,0.0115,336.64,1089,10,0.0096,344.59,515,10,0.019,320.97
August,1,13:30,262,1,0.0027,327.38,577,9,0.0149,334.69,1085,12,0.0115,344.92,521,8,0.0157,321.75
August,1,14:00,257,0,0.0017,318.77,603,11,0.0176,344.86,1133,13,0.0114,345.48,540,7,0.0122,317.02
August,1,14:30,276,1,0.005,327.79,624,12,0.0196,341.6,1090,13,0.0121,344.74,542,15,0.0284,324.72
August,1,15:00,269,2,0.0069,316.3,634,4,0.0066,346.79,1089,13,0.0117,345.2,535,14,0.0259,327.76
August,1,15:30,264,3,0.0112,326.83,623,5,0.0086,340.58,1093,18,0.0169,346.46,533,13,0.0248,321.12
August,1,16:00,261,1,0.0025,331.17,631,7,0.0104,352.19,1079,6,0.0058,348.15,543,6,0.011,326.04
August,1,16:30,246,1,0.0023,330.59,593,5,0.0092,342.25,1034,4,0.0043,348.59,529,6,0.0122,319.68
August,1,17:00,211,1,0.006,330.23,586,5,0.0092,344.49,963,7,0.0068,344.52,493,4,0.0077,332.68
August,1,17:30,191,1,0.0051,326.69,527,4,0.0081,349.55,919,7,0.0071,347.39,454,7,0.0155,321.81
August,1,18:00,165,1,0.0046,320.23,484,7,0.0137,351.95,810,7,0.0089,349.06,409,2,0.0052,316.61
August,1,18:30,138,1,0.0063,347.32,423,3,0.0081,336.4,729,3,0.0046,347.39,362,4,0.0106,314.15
August,1,19:00,90,0,0.0034,349.3,396,6,0.0157,340.1,639,6,0.0089,340.22,315,5,0.0156,318.96
August,1,19:30,73,0,0.0026,325.21,340,2,0.0062,324.77,560,5,0.0086,347.3,291,7,0.024,322.5
August,1,1:00,3,0,0.0,328.23,11,0,0.0174,362.1,39,0,0.0112,332.11,25,0,0.0046,358.88
August,1,1:30,3,0,0.0,328.23,9,0,0.0236,362.1,30,0,0.0,302.66,19,0,0.0182,316.69
August,1,20:00,57,0,0.0075,340.58,291,3,0.0111,334.83,487,9,0.0183,342.31,244,7,0.0278,316.31
August,1,20:30,47,1,0.0167,306.58,263,3,0.0118,340.04,437,3,0.0063,333.74,217,2,0.0112,308.5
August,1,21:00,33,1,0.0236,326.06,222,2,0.0103,332.18,348,1,0.0026,339.2,166,9,0.0571,325.55
August,1,21:30,23,0,0.0036,324.62,189,2,0.0107,318.64,280,1,0.0035,336.2,154,6,0.0407,324.14
August,1,22:00,21,0,0.0,322.97,131,0,0.0031,328.83,228,1,0.0034,339.38,124,1,0.0085,314.2
August,1,22:30,16,3,0.1658,377.49,117,0,0.0024,304.68,181,0,0.0013,334.56,106,1,0.0053,304.57
August,1,23:00,11,1,0.1031,328.23,85,0,0.0018,323.5,136,0,0.0,321.6,84,0,0.003,301.03
August,1,23:30,8,1,0.0718,328.23,67,1,0.009,320.14,107,0,0.0,304.41,65,0,0.0,304.56
August,1,2:00,2,0,0.0,328.23,8,0,0.0,362.1,17,0,0.0247,324.21,12,0,0.03,326.6
August,1,2:30,2,0,0.0,328.23,4,0,0.0,362.1,27,1,0.0302,333.01,11,0,0.0077,326.6
August,1,3:00,2,0,0.0,328.23,5,0,0.0,362.1,12,0,0.0232,348.75,2,0,0.0617,326.6
August,1,3:30,2,0,0.0,328.23,3,0,0.0,362.1,13,0,0.0,348.75,1,0,0.0,326.6
August,1,4:00,2,0,0.0,328.23,3,0,0.0,362.1,14,0,0.0111,348.75,1,0,0.0,326.6
August,1,4:30,1,0,0.0,328.23,4,0,0.0,362.1,14,0,0.0059,348.75,1,0,0.0,326.6
August,1,5:00,2,0,0.0,328.23,4,0,0.0,362.1,19,0,0.0106,306.22,2,0,0.0,326.6
August,1,5:30,3,0,0.0,328.23,5,0,0.0,362.1,19,0,0.0108,329.07,2,0,0.0,326.6
August,1,6:00,3,0,0.0333,328.23,7,1,0.1486,362.1,37,0,0.0,289.2,12,0,0.0067,326.6
August,1,6:30,4,2,0.4581,328.23,9,7,0.7425,362.1,66,2,0.0328,269.33,29,3,0.0875,266.35
August,1,7:00,11,2,0.2107,328.23,39,0,0.0128,258.84,107,1,0.0078,274.99,52,1,0.0146,263.61
August,1,7:30,17,2,0.1361,347.33,62,2,0.0363,283.99,179,3,0.0158,269.27,81,1,0.0145,285.84
August,1,8:00,52,0,0.0043,283.37,122,0,0.0012,280.9,331,2,0.0048,289.03,146,2,0.0103,272.24
August,1,8:30,92,0,0.0025,291.36,174,2,0.0089,304.4,450,1,0.0033,308.38,201,4,0.0176,291.01
August,1,9:00,131,0,0.0008,307.96,246,2,0.0068,316.56,619,2,0.0027,314.14,273,2,0.0067,289.27
August,1,9:30,169,1,0.0053,310.78,298,2,0.0076,321.18,793,5,0.0067,306.58,340,7,0.0214,305.55
August,2,0:00,6,0,0.0409,316.72,53,1,0.0191,295.17,74,1,0.0077,322.45,44,0,0.0045,306.86
August,2,0:30,5,0,0.0,316.72,32,0,0.0,324.39,54,0,0.0,323.56,32,0,0.0035,316.98
August,2,10:00,119,1,0.0053,294.11,248,3,0.0103,309.35,573,2,0.0032,312.27,251,3,0.0122,293.97
August,2,10:30,143,0,0.0034,292.68,283,8,0.0282,319.76,642,3,0.0046,324.69,300,9,0.031,295.59
August,2,11:00,168,1,0.0064,300.93,332,3,0.0102,321.93,689,4,0.0051,326.7,336,5,0.0149,303.68
August,2,11:30,170,2,0.0133,296.4,358,7,0.0197,327.1,707,9,0.0126,333.07,344,3,0.0099,305.1
August,2,12:00,181,3,0.0146,301.21,370,4,0.0101,322.95,711,6,0.0078,333.92,367,2,0.0054,310.8
August,2,12:30,200,5,0.0263,302.84,391,8,0.0195,324.66,728,8,0.0114,331.76,370,7,0.0182,304.03
August,2,13:00,195,1,0.0063,305.99,399,10,0.026,326.18,715,7,0.0101,334.46,371,6,0.0157,312.07
August,2,13:30,192,0,0.0019,307.74,430,13,0.0294,321.9,710,15,0.0209,334.26,389,8,0.0193,307.96
August,2,14:00,179,1,0.0073,312.99,441,17,0.0395,329.08,726,10,0.0132,335.49,367,4,0.0099,305.59
August,2,14:30,188,2,0.0094,308.65,442,12,0.0276,334.57,712,4,0.0056,331.14,375,12,0.0318,314.27
August,2,15:00,178,0,0.0028,306.53,435,5,0.0119,325.37,661,0,0.0006,339.28,373,4,0.0117,299.86
August,2,15:30,177,1,0.0037,311.49,415,4,0.0095,319.47,649,1,0.0008,335.99,337,3,0.0084,299.98
August,2,16:00,172,1,0.0038,325.16,415,3,0.0076,333.05,630,1,0.0015,336.14,340,3,0.0079,313.0
August,2,16:30,154,0,0.0019,296.18,393,3,0.0067,338.64,572,1,0.0011,335.26,308,1,0.0045,306.5
August,2,17:00,148,3,0.0188,308.84,377,2,0.0051,333.15,542,1,0.0022,336.83,281,2,0.0065,308.2
August,2,17:30,121,1,0.0091,316.01,353,4,0.0102,336.97,519,1,0.0014,333.6,267,1,0.0023,309.87
August,2,18:00,116,1,0.0072,321.6,309,6,0.0188,343.89,488,2,0.0031,331.89,264,1,0.0034,309.24
August,2,18:30,99,1,0.0074,330.01,298,5,0.0181,333.73,438,2,0.0045,339.84,223,0,0.0009,324.27
