Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,43,0,0.0,316.66,85,0,0.0011,347.55,45,0,0.0026,325.27
August,1,0:30,5,0,0.0,328.23,31,0,0.0,291.99,56,0,0.0047,318.98,31,0,0.0,304.75
August,1,10:00,185,1,0.0036,318.01,365,2,0.0054,330.64,887,9,0.0105,322.71,405,6,0.0136,302.41
August,1,10:30,236,1,0.0044,321.14,408,6,0.0157,328.16,990,18,0.0182,328.58,438,10,0.0223,313.39
August,1,11:00,246,0,0.0015,321.83,443,6,0.0125,331.74,1051,5,0.0051,335.33,466,6,0.0134,314.06
August,1,11:30,252,0,0.0017,324.54,486,14,0.0282,345.4,1099,9,0.0082,333.44,501,10,0.0194,317.54
August,1,12:00,262,2,0.0063,309.98,554,5,0.0098,336.05,1128,19,0.0167,335.67,510,9,0.0171,311.72
August,1,12:30,258,2,0.0061,323.22,545,7,0.0136,344.63,1122,19,0.0167,340.4,519,6,0.0112,324.18
August,1,13:00,254,2,0.0092,329.46,564,6,0.0115,336.64,1097,11,0.0096,344.59,508,10,0.019,320.97
August,1,13:30,264,1,0.0027,327.38,562,8,0.0149,334.69,1097,13,0.0115,344.92,526,8,0.0157,321.75
August,1,14:00,262,0,0.0017,318.77,596,10,0.0176,344.86,1135,13,0.0114,345.48,542,7,0.0122,317.02
August,1,14:30,277,1,0.005,327.79,605,12,0.0196,341.6,1117,14,0.0121,344.74,541,15,0.0284,324.72
August,1,15:00,267,2,0.0069,316.3,616,4,0.0066,346.79,1105,13,0.0117,345.2,535,14,0.0259,327.76
August,1,15:30,276,3,0.0112,326.83,601,5,0.0086,340.58,1097,19,0.0169,346.46,529,13,0.0248,321.12
August,1,16:00,265,1,0.0025,331.17,608,6,0.0104,352.19,1090,6,0.0058,348.15,560,6,0.011,326.04
August,1,16:30,248,1,0.0023,330.59,580,5,0.0092,342.25,1038,4,0.0043,348.59,527,6,0.0122,319.68
August,1,17:00,215,1,0.006,330.23,557,5,0.0092,344.49,973,7,0.0068,344.52,487,4,0.0077,332.68
August,1,17:30,189,1,0.0051,326.69,509,4,0.0081,349.55,898,6,0.0071,347.39,448,7,0.0155,321.81
August,1,18:00,168,1,0.0046,320.23,475,7,0.0137,351.95,794,7,0.0089,349.06,405,2,0.0052,316.61
August,1,18:30,138,1,0.0063,347.32,411,3,0.0081,336.4,723,3,0.0046,347.39,353,4,0.0106,314.15
August,1,19:00,94,0,0.0034,349.3,389,6,0.0157,340.1,633,6,0.0089,340.22,314,5,0.0156,318.96
August,1,19:30,71,0,0.0026,325.21,331,2,0.0062,324.77,557,5,0.0086,347.3,283,7,0.024,322.5
August,1,1:00,4,0,0.0,328.23,12,0,0.0174,362.1,43,0,0.0112,332.11,24,0,0.0046,358.88
August,1,1:30,3,0,0.0,328.23,8,0,0.0236,362.1,31,0,0.0,302.66,17,0,0.0182,316.69
August,1,20:00,56,0,0.0075,340.58,281,3,0.0111,334.83,472,9,0.0183,342.31,238,7,0.0278,316.31
August,1,20:30,45,1,0.0167,306.58,259,3,0.0118,340.04,409,3,0.0063,333.74,215,2,0.0112,308.5
August,1,21:00,32,1,0.0236,326.06,215,2,0.0103,332.18,336,1,0.0026,339.2,170,10,0.0571,325.55
August,1,21:30,23,0,0.0036,324.62,179,2,0.0107,318.64,274,1,0.0035,336.2,155,6,0.0407,324.14
August,1,22:00,22,0,0.0,322.97,132,0,0.0031,328.83,225,1,0.0034,339.38,123,1,0.0085,314.2
August,1,22:30,15,2,0.1658,377.49,111,0,0.0024,304.68,175,0,0.0013,334.56,100,1,0.0053,304.57
August,1,23:00,12,1,0.1031,328.23,79,0,0.0018,323.5,132,0,0.0,321.6,78,0,0.003,301.03
