Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,44,0,0.0,322.62,84,0,0.0,351.65,45,0,0.0,326.34
August,1,0:30,5,0,0.0,328.23,32,0,0.0,304.45,57,0,0.0059,318.78,33,0,0.0,297.92
August,1,10:00,193,0,0.0006,317.96,368,2,0.0064,330.37,906,11,0.0126,325.35,407,5,0.0114,302.41
August,1,10:30,231,1,0.005,319.46,416,7,0.0163,330.34,1010,21,0.0208,327.66,446,11,0.0257,311.33
August,1,11:00,245,0,0.0013,320.33,459,7,0.0148,335.27,1071,6,0.0052,336.06,478,7,0.0152,315.46
August,1,11:30,255,0,0.001,325.61,500,15,0.0301,347.51,1116,8,0.0069,332.14,508,10,0.0188,318.44
August,1,12:00,265,2,0.0068,310.7,554,4,0.0077,335.87,1144,19,0.0165,336.23,520,6,0.0124,310.73
August,1,12:30,264,2,0.007,324.32,562,7,0.013,345.94,1147,20,0.0175,341.99,528,6,0.0105,321.7
August,1,13:00,264,3,0.0109,329.81,578,7,0.0123,338.3,1131,12,0.0108,345.61,526,9,0.0173,319.73
August,1,13:30,268,1,0.0034,326.32,580,9,0.0151,336.64,1134,12,0.0103,345.52,540,8,0.0142,318.99
August,1,14:00,270,1,0.0021,314.07,613,12,0.0193,349.66,1156,11,0.0095,345.37,554,8,0.0137,313.15
August,1,14:30,279,1,0.0047,333.41,618,12,0.0193,341.02,1145,12,0.0102,341.05,552,13,0.0244,323.89
August,1,15:00,274,1,0.0051,316.65,626,3,0.004,344.58,1140,7,0.0061,344.71,559,6,0.0114,323.94
August,1,15:30,279,3,0.0099,326.9,618,4,0.0069,338.41,1131,16,0.0138,349.19,546,10,0.0181,320.1
August,1,16:00,267,0,0.0016,336.52,602,3,0.0054,355.1,1101,3,0.0025,348.47,551,5,0.0087,327.48
August,1,16:30,248,0,0.0018,332.55,578,4,0.0066,342.29,1054,4,0.0034,348.06,527,4,0.0079,318.86
August,1,17:00,221,1,0.005,327.67,551,4,0.0079,346.37,988,5,0.0048,344.33,492,3,0.0068,333.36
August,1,17:30,192,1,0.0048,326.08,512,4,0.007,352.83,907,6,0.0069,348.19,453,6,0.0136,319.63
August,1,18:00,167,1,0.0058,322.87,480,5,0.0107,351.35,814,6,0.0072,347.41,411,2,0.004,315.85
August,1,18:30,138,1,0.0048,345.71,423,2,0.0043,337.44,726,2,0.0032,350.79,363,3,0.0079,314.43
August,1,19:00,99,0,0.0027,341.78,390,5,0.0125,338.25,642,5,0.0074,339.26,322,5,0.0143,317.32
August,1,19:30,73,0,0.0017,322.48,333,2,0.0053,326.65,563,2,0.0037,352.66,285,6,0.0215,321.23
August,1,1:00,4,0,0.0,328.23,16,0,0.0217,389.01,44,0,0.0067,326.49,26,0,0.0057,349.59
August,1,1:30,3,0,0.0,328.23,10,0,0.0295,362.1,31,0,0.0,303.04,19,0,0.0132,329.83
August,1,20:00,57,0,0.0064,336.5,286,3,0.0094,334.87,473,7,0.0138,340.1,245,4,0.0168,315.92
August,1,20:30,44,1,0.0166,305.02,257,2,0.0076,338.99,405,1,0.0015,333.98,214,2,0.0075,305.73
August,1,21:00,32,1,0.0241,331.98,216,2,0.0071,332.67,337,1,0.0021,340.64,176,10,0.0554,319.34
August,1,21:30,24,0,0.0045,313.25,176,2,0.0099,317.01,277,0,0.0017,335.31,155,5,0.0346,325.37
August,1,22:00,21,0,0.0,329.67,134,0,0.0025,328.59,226,1,0.0027,343.11,124,1,0.0073,315.52
August,1,22:30,16,2,0.1242,369.26,109,0,0.0,302.76,176,0,0.0017,336.91,101,0,0.0045,307.02
August,1,23:00,12,1,0.0712,328.23,80,0,0.0,318.92,137,0,0.0,316.83,76,0,0.0018,296.65
August,1,23:30,9,0,0.0406,328.23,64,0,0.0075,323.63,106,0,0.0,306.68,61,0,0.0,307.25
August,1,2:00,2,0,0.0,328.23,6,0,0.0,362.1,21,0,0.0178,321.66,13,0,0.0375,326.6
August,1,2:30,2,0,0.0,328.23,6,0,0.0,362.1,22,0,0.0185,325.59,9,0,0.0,326.6
August,1,3:00,2,0,0.0,328.23,6,0,0.0,362.1,17,0,0.0151,338.87,4,0,0.0458,326.6
August,1,3:30,2,0,0.0,328.23,5,0,0.0,362.1,18,0,0.0,371.31,2,0,0.0,326.6
August,1,4:00,2,0,0.0,328.23,4,0,0.0,362.1,15,0,0.0139,296.35,2,0,0.0,326.6
August,1,4:30,2,0,0.0,328.23,5,0,0.0,362.1,17,0,0.0073,321.04,1,0,0.0,326.6
August,1,5:00,2,0,0.0,328.23,4,0,0.0,362.1,19,0,0.0059,299.57,3,0,0.0,326.6
August,1,5:30,2,0,0.0,328.23,5,0,0.0,362.1,25,0,0.0057,330.08,4,0,0.0,326.6
August,1,6:00,4,0,0.0208,328.23,8,1,0.0816,362.1,43,0,0.0,280.15,14,0,0.0083,326.6
August,1,6:30,6,2,0.3935,328.23,14,10,0.7347,362.1,68,2,0.0315,264.96,29,3,0.0955,264.01
August,1,7:00,12,2,0.1522,328.23,40,1,0.016,250.45,116,1,0.0074,271.0,50,1,0.0126,256.72
August,1,7:30,23,3,0.1223,335.74,64,3,0.0393,282.87,187,2,0.0131,264.56,84,1,0.0139,281.54
August,1,8:00,52,0,0.0019,281.25,119,0,0.0,278.27,318,1,0.0036,283.62,145,2,0.0105,270.95
August,1,8:30,92,0,0.0031,287.12,163,1,0.0081,302.19,453,2,0.0035,303.96,202,4,0.0201,289.39
August,1,9:00,133,0,0.0,308.41,239,1,0.0062,311.81,634,2,0.0026,311.61,274,2,0.0065,291.32
August,1,9:30,170,1,0.0057,310.92,301,2,0.0077,323.41,786,6,0.0078,308.38,346,9,0.0247,305.03
August,2,0:00,7,0,0.0409,316.72,49,1,0.0191,295.17,74,1,0.0077,322.45,44,0,0.0045,306.86
August,2,0:30,5,0,0.0,316.72,31,0,0.0,324.39,58,0,0.0,323.56,31,0,0.0035,316.98
August,2,10:00,120,1,0.0053,294.11,243,3,0.0103,309.35,569,2,0.0032,312.27,255,3,0.0122,293.97
August,2,10:30,146,0,0.0034,292.68,282,8,0.0282,319.76,641,3,0.0046,324.69,295,9,0.031,295.59
August,2,11:00,167,1,0.0064,300.93,323,3,0.0102,321.93,694,4,0.0051,326.7,332,5,0.0149,303.68
August,2,11:30,172,2,0.0133,296.4,363,7,0.0197,327.1,712,9,0.0126,333.07,349,3,0.0099,305.1
August,2,12:00,185,3,0.0146,301.21,378,4,0.0101,322.95,726,6,0.0078,333.92,366,2,0.0054,310.8
August,2,12:30,197,5,0.0263,302.84,397,8,0.0195,324.66,734,8,0.0114,331.76,377,7,0.0182,304.03
August,2,13:00,193,1,0.0063,305.99,419,11,0.026,326.18,726,7,0.0101,334.46,376,6,0.0157,312.07
August,2,13:30,191,0,0.0019,307.74,438,13,0.0294,321.9,725,15,0.0209,334.26,380,7,0.0193,307.96
August,2,14:00,184,1,0.0073,312.99,445,18,0.0395,329.08,720,10,0.0132,335.49,375,4,0.0099,305.59
August,2,14:30,184,2,0.0094,308.65,442,12,0.0276,334.57,711,4,0.0056,331.14,382,12,0.0318,314.27
August,2,15:00,182,1,0.0028,306.53,434,5,0.0119,325.37,681,0,0.0006,339.28,370,4,0.0117,299.86
August,2,15:30,182,1,0.0037,311.49,427,4,0.0095,319.47,658,1,0.0008,335.99,353,3,0.0084,299.98
August,2,16:00,174,1,0.0038,325.16,423,3,0.0076,333.05,631,1,0.0015,336.14,339,3,0.0079,313.0
August,2,16:30,158,0,0.0019,296.18,401,3,0.0067,338.64,590,1,0.0011,335.26,315,1,0.0045,306.5
August,2,17:00,145,3,0.0188,308.84,385,2,0.0051,333.15,555,1,0.0022,336.83,295,2,0.0065,308.2
August,2,17:30,126,1,0.0091,316.01,361,4,0.0102,336.97,530,1,0.0014,333.6,280,1,0.0023,309.87
August,2,18:00,116,1,0.0072,321.6,330,6,0.0188,343.89,500,2,0.0031,331.89,260,1,0.0034,309.24
August,2,18:30,99,1,0.0074,330.01,304,6,0.0181,333.73,457,2,0.0045,339.84,232,0,0.0009,324.27
August,2,19:00,77,0,0.0028,320.83,270,5,0.0169,332.95,414,3,0.0062,330.84,217,1,0.0042,318.4
August,2,19:30,61,0,0.0063,328.3,242,2,0.0074,318.74,369,6,0.0161,328.84,195,1,0.0028,322.18
August,2,1:00,4,0,0.0222,316.72,16,1,0.0682,357.4,43,0,0.006,314.5,25,0,0.0,323.53
August,2,1:30,2,0,0.037,316.72,8,0,0.0202,351.69,35,0,0.0108,323.38,18,0,0.007,311.75
August,2,20:00,48,0,0.0099,296.97,212,8,0.0387,319.97,329,3,0.0101,335.86,170,1,0.0067,307.1
August,2,20:30,38,1,0.0306,276.25,183,2,0.0116,309.14,281,1,0.0037,329.73,152,1,0.0057,299.47
August,2,21:00,28,1,0.0342,294.85,147,3,0.0215,310.72,236,1,0.0052,331.19,130,3,0.0219,305.62
August,2,21:30,21,0,0.0133,296.99,128,1,0.0106,314.8,193,0,0.0018,332.05,110,0,0.0038,313.38
August,2,22:00,15,0,0.0,355.38,102,1,0.0109,304.08,161,0,0.0027,321.7,92,0,0.0037,297.32
August,2,22:30,11,1,0.0614,316.72,84,1,0.0077,316.57,134,0,0.0,322.91,76,0,0.0028,303.88
August,2,23:00,9,1,0.0661,316.72,65,1,0.0182,291.78,104,0,0.0019,311.88,65,0,0.0,303.25
August,2,23:30,7,0,0.0,316.72,52,0,0.0059,301.19,89,0,0.0,312.48,52,0,0.0064,286.97
August,2,2:00,2,0,0.0,316.72,7,0,0.0,351.69,23,0,0.017,312.33,13,0,0.0053,336.76
August,2,2:30,2,0,0.0,316.72,4,0,0.0,351.69,17,0,0.0,340.16,7,0,0.0,336.76
August,2,3:00,1,0,0.0,316.72,4,0,0.0,351.69,14,0,0.0247,346.33,3,0,0.0,336.76
August,2,3:30,1,0,0.0,316.72,4,0,0.0,351.69,14,0,0.0,346.33,1,0,0.0,336.76
August,2,4:00,1,0,0.0,316.72,3,0,0.0,351.69,12,0,0.0,346.33,0,0,0.0,0.0
August,2,4:30,1,0,0.0,316.72,2,0,0.0,351.69,12,0,0.0053,346.33,0,0,0.0,0.0
August,2,5:00,1,0,0.0,316.72,3,0,0.0,351.69,13,0,0.0,346.33,1,0,0.0,336.76
August,2,5:30,1,0,0.0,316.72,4,0,0.0,351.69,16,0,0.0,308.89,2,0,0.0,336.76
August,2,6:00,2,0,0.0,316.72,5,0,0.0,351.69,24,0,0.0,278.82,9,0,0.0,336.76
August,2,6:30,4,0,0.1095,316.72,9,2,0.2399,351.69,41,0,0.0078,273.86,16,1,0.0394,297.56
August,2,7:00,8,0,0.051,316.72,15,0,0.007,285.21,72,0,0.0048,269.55,30,0,0.0115,262.02
August,2,7:30,15,1,0.0621,300.7,25,0,0.0,313.32,117,1,0.0096,267.04,49,1,0.0158,289.29
August,2,8:00,35,0,0.0079,255.4,45,0,0.0098,295.18,194,1,0.0028,277.61,81,0,0.0036,284.45
August,2,8:30,57,0,0.0019,282.86,69,1,0.0157,308.18,278,1,0.0041,299.54,119,1,0.0057,278.64
August,2,9:00,78,0,0.0014,281.18,142,1,0.0082,287.36,380,2,0.0041,295.48,172,1,0.0068,287.26
August,2,9:30,96,1,0.0082,276.87,193,2,0.0107,307.73,464,8,0.018,314.12,214,3,0.014,280.55
August,3,0:00,4,0,0.0476,331.61,37,1,0.0284,289.73,59,0,0.0079,288.3,39,0,0.0031,280.81
August,3,0:30,4,0,0.1125,331.61,28,1,0.0291,256.76,45,0,0.0036,327.52,28,0,0.0,294.31
August,3,10:00,27,0,0.0,291.44,123,0,0.004,296.36,305,1,0.0024,294.12,139,2,0.0128,293.82
August,3,10:30,36,0,0.0,282.11,142,1,0.0051,316.49,355,1,0.0021,299.5,170,8,0.0464,309.13
August,3,11:00,36,0,0.0,280.69,156,0,0.0023,307.65,387,1,0.0022,307.93,189,3,0.0137,296.36
August,3,11:30,42,0,0.0,299.15,184,2,0.0126,302.41,426,2,0.004,314.45,202,2,0.0098,304.19
August,3,12:00,57,0,0.0,283.93,205,1,0.0044,297.76,458,0,0.001,311.71,216,1,0.0062,295.59
August,3,12:30,70,1,0.01,290.17,232,4,0.0172,308.84,464,2,0.005,311.79,218,1,0.0067,293.63
August,3,13:00,86,2,0.0254,296.6,258,2,0.0072,298.67,482,3,0.0066,323.68,225,3,0.0153,300.85
August,3,13:30,93,1,0.0098,286.26,273,3,0.0104,304.39,481,7,0.0149,318.75,235,2,0.0092,300.87
August,3,14:00,96,1,0.0062,299.64,296,2,0.0064,312.82,482,3,0.0053,327.81,234,1,0.0043,299.6
August,3,14:30,96,2,0.0206,304.44,291,1,0.002,309.53,478,1,0.0027,319.85,241,3,0.0113,303.0
August,3,15:00,91,1,0.0159,303.05,303,0,0.0005,309.81,475,0,0.0006,327.83,236,0,0.0009,309.09
August,3,15:30,93,2,0.0176,296.97,312,1,0.0029,308.52,464,1,0.0017,323.36,237,3,0.0141,298.94
