Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,42,0,0.0,316.66,87,0,0.0011,347.55,45,0,0.0026,325.27
August,1,0:30,5,0,0.0,328.23,31,0,0.0,291.99,59,0,0.0047,318.98,32,0,0.0,304.75
August,1,10:00,182,1,0.0036,318.01,372,2,0.0054,330.64,884,9,0.0105,322.71,409,6,0.0136,302.41
August,1,10:30,236,1,0.0044,321.14,416,7,0.0157,328.16,1001,18,0.0182,328.58,441,10,0.0223,313.39
August,1,11:00,245,0,0.0015,321.83,450,6,0.0125,331.74,1048,5,0.0051,335.33,469,6,0.0134,314.06
August,1,11:30,251,0,0.0017,324.54,496,14,0.0282,345.4,1106,9,0.0082,333.44,505,10,0.0194,317.54
August,1,12:00,261,2,0.0063,309.98,562,6,0.0098,336.05,1129,19,0.0167,335.67,509,9,0.0171,311.72
August,1,12:30,259,2,0.0061,323.22,557,8,0.0136,344.63,1132,19,0.0167,340.4,521,6,0.0112,324.18
August,1,13:00,255,2,0.0092,329.46,574,7,0.0115,336.64,1105,11,0.0096,344.59,513,10,0.019,320.97
August,1,13:30,266,1,0.0027,327.38,567,8,0.0149,334.69,1105,13,0.0115,344.92,530,8,0.0157,321.75
August,1,14:00,261,0,0.0017,318.77,602,11,0.0176,344.86,1145,13,0.0114,345.48,547,7,0.0122,317.02
August,1,14:30,275,1,0.005,327.79,615,12,0.0196,341.6,1126,14,0.0121,344.74,547,16,0.0284,324.72
August,1,15:00,265,2,0.0069,316.3,624,4,0.0066,346.79,1114,13,0.0117,345.2,545,14,0.0259,327.76
August,1,15:30,274,3,0.0112,326.83,613,5,0.0086,340.58,1112,19,0.0169,346.46,535,13,0.0248,321.12
August,1,16:00,265,1,0.0025,331.17,615,6,0.0104,352.19,1089,6,0.0058,348.15,567,6,0.011,326.04
August,1,16:30,247,1,0.0023,330.59,589,5,0.0092,342.25,1040,4,0.0043,348.59,536,7,0.0122,319.68
August,1,17:00,217,1,0.006,330.23,561,5,0.0092,344.49,979,7,0.0068,344.52,490,4,0.0077,332.68
August,1,17:30,188,1,0.0051,326.69,517,4,0.0081,349.55,906,6,0.0071,347.39,451,7,0.0155,321.81
August,1,18:00,168,1,0.0046,320.23,483,7,0.0137,351.95,805,7,0.0089,349.06,407,2,0.0052,316.61
August,1,18:30,137,1,0.0063,347.32,416,3,0.0081,336.4,724,3,0.0046,347.39,356,4,0.0106,314.15
August,1,19:00,93,0,0.0034,349.3,392,6,0.0157,340.1,640,6,0.0089,340.22,316,5,0.0156,318.96
August,1,19:30,70,0,0.0026,325.21,337,2,0.0062,324.77,561,5,0.0086,347.3,284,7,0.024,322.5
August,1,1:00,3,0,0.0,328.23,12,0,0.0174,362.1,43,0,0.0112,332.11,24,0,0.0046,358.88
August,1,1:30,3,0,0.0,328.23,8,0,0.0236,362.1,31,0,0.0,302.66,18,0,0.0182,316.69
August,1,20:00,55,0,0.0075,340.58,285,3,0.0111,334.83,469,9,0.0183,342.31,239,7,0.0278,316.31
August,1,20:30,44,1,0.0167,306.58,263,3,0.0118,340.04,404,3,0.0063,333.74,215,2,0.0112,308.5
August,1,21:00,31,1,0.0236,326.06,221,2,0.0103,332.18,336,1,0.0026,339.2,172,10,0.0571,325.55
August,1,21:30,23,0,0.0036,324.62,178,2,0.0107,318.64,275,1,0.0035,336.2,158,6,0.0407,324.14
August,1,22:00,22,0,0.0,322.97,135,0,0.0031,328.83,225,1,0.0034,339.38,123,1,0.0085,314.2
August,1,22:30,15,2,0.1658,377.49,113,0,0.0024,304.68,176,0,0.0013,334.56,100,1,0.0053,304.57
August,1,23:00,12,1,0.1031,328.23,78,0,0.0018,323.5,134,0,0.0,321.6,76,0,0.003,301.03
August,1,23:30,9,1,0.0718,328.23,68,1,0.009,320.14,105,0,0.0,304.41,60,0,0.0,304.56
August,1,2:00,2,0,0.0,328.23,6,0,0.0,362.1,19,0,0.0247,324.21,12,0,0.03,326.6
August,1,2:30,2,0,0.0,328.23,4,0,0.0,362.1,23,1,0.0302,333.01,10,0,0.0077,326.6
August,1,3:00,2,0,0.0,328.23,5,0,0.0,362.1,13,0,0.0232,348.75,4,0,0.0771,326.6
August,1,3:30,2,0,0.0,328.23,4,0,0.0,362.1,14,0,0.0,348.75,2,0,0.0,326.6
August,1,4:00,2,0,0.0,328.23,4,0,0.0,362.1,14,0,0.0111,348.75,2,0,0.0,326.6
August,1,4:30,1,0,0.0,328.23,5,0,0.0,362.1,15,0,0.0059,327.59,2,0,0.0,326.6
August,1,5:00,2,0,0.0,328.23,3,0,0.0,362.1,19,0,0.0106,306.22,2,0,0.0,326.6
August,1,5:30,3,0,0.0,328.23,4,0,0.0,362.1,21,0,0.0108,329.07,2,0,0.0,326.6
August,1,6:00,3,0,0.0333,328.23,7,1,0.1486,362.1,39,0,0.0,289.2,12,0,0.0067,326.6
August,1,6:30,5,2,0.4581,328.23,8,6,0.7425,362.1,63,2,0.0328,269.33,27,2,0.0875,266.35
August,1,7:00,11,2,0.2107,328.23,40,1,0.0128,258.84,105,1,0.0078,274.99,47,1,0.0146,263.61
August,1,7:30,18,2,0.1361,347.33,57,2,0.0363,283.99,172,3,0.0158,269.27,78,1,0.0145,285.84
August,1,8:00,50,0,0.0043,283.37,118,0,0.0012,280.9,314,2,0.0048,289.03,143,1,0.0103,272.24
August,1,8:30,91,0,0.0025,291.36,159,1,0.0089,304.4,444,1,0.0033,308.38,197,3,0.0176,291.01
August,1,9:00,132,0,0.0008,307.96,240,2,0.0068,316.56,625,2,0.0027,314.14,272,2,0.0067,289.27
August,1,9:30,168,1,0.0053,310.78,295,2,0.0076,321.18,784,5,0.0067,306.58,341,7,0.0214,305.55
August,2,0:00,7,0,0.0409,316.72,51,1,0.0191,295.17,75,1,0.0077,322.45,45,0,0.0045,306.86
