Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,7,0,0.0,328.23,44,0,0.0,321.01,85,0,0.0,347.52,45,0,0.0028,332.18
August,1,0:30,5,0,0.0,328.23,31,0,0.0,300.28,58,0,0.0053,321.2,33,0,0.0,305.21
August,1,10:00,193,1,0.0032,319.56,368,2,0.0057,332.31,904,10,0.0115,324.15,410,5,0.011,301.7
August,1,10:30,232,1,0.0044,321.34,416,6,0.0152,329.57,1005,20,0.0197,330.06,449,10,0.0233,313.1
August,1,11:00,248,0,0.0016,320.36,455,6,0.0135,333.78,1067,5,0.0047,334.91,478,7,0.0149,315.67
August,1,11:30,255,0,0.0009,324.46,498,14,0.028,346.31,1116,8,0.0073,332.77,509,9,0.0177,319.56
August,1,12:00,264,2,0.0061,310.0,552,4,0.0068,334.96,1142,18,0.0158,336.11,518,6,0.0115,311.66
August,1,12:30,262,2,0.0068,324.39,557,7,0.0119,346.38,1144,18,0.0161,340.8,527,6,0.0106,322.58
August,1,13:00,262,3,0.0097,331.11,575,6,0.0112,337.18,1129,12,0.0105,345.88,526,8,0.0154,320.18
August,1,13:30,267,1,0.003,325.68,579,8,0.014,335.63,1131,11,0.0099,345.38,538,7,0.0128,320.64
August,1,14:00,268,0,0.0018,317.04,608,11,0.0185,347.41,1153,10,0.009,345.94,554,7,0.0133,315.26
August,1,14:30,277,1,0.0047,329.48,615,12,0.0192,343.17,1144,12,0.0103,342.76,550,13,0.0243,322.55
August,1,15:00,272,2,0.0063,315.07,621,3,0.0056,346.63,1133,11,0.0096,345.72,551,10,0.0178,325.75
August,1,15:30,277,3,0.0119,324.8,612,5,0.0079,341.01,1122,20,0.0174,348.22,541,13,0.0244,321.12
August,1,16:00,267,1,0.0019,333.65,608,5,0.0078,352.14,1108,4,0.0037,347.27,559,7,0.012,325.9
August,1,16:30,249,1,0.0021,330.15,583,5,0.0078,342.99,1058,4,0.0042,349.5,531,7,0.0123,317.93
